text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,meaning_0,meaning_1,meaning_2,meaning_3,text_transformed,Lema,merged_lexicon,merged_meanings
npš,getlex.php?coord=5100311461&word=5,np$ noun sg. emphatic,,,,,soul; life; self,soul,living person,"throat, breath",,npš,np$ noun sg. emphatic,"soul; life; self | soul | living person | throat, breath"
w_,getlex.php?coord=5100311461&word=3,w_ c,,,,,"and, also","birds, fowl","birds, fowl",(zool.) a single bird,,w_,w_ c,"and, also | birds, fowl | birds, fowl | (zool.) a single bird"
ḥy,getlex.php?coord=5100311461&word=6,xy A02,,,,,alive,alive,in a natural state,adv. : rapidly (,,ḥy,xy A02,alive | alive | in a natural state | adv. : rapidly (
b(yr,getlex.php?coord=5100311461&word=2,d_ p = d_ p --> dy p,,,,,"animal, beast","collective: animals, beasts",,,,bˁyr,d_ p = d_ p --> dy p,"animal, beast | collective: animals, beasts"
(mr,getlex.php?coord=5100313591&word=5,(mr noun sg. abs. or construct,,,,,wool,wool,wool-like fibrous filling (of fruit or upholstery),,,ˁmr,(mr noun sg. abs. or construct,wool | wool | wool-like fibrous filling (of fruit or upholstery)
sgyrw,getlex.php?coord=5100313591&word=3,sgyrw noun sg. abs. or construct,,,,,leprosy,"leprosy, skin disease",,,,sgyrw,sgyrw noun sg. abs. or construct,"leprosy | leprosy, skin disease"
lbwš,getlex.php?coord=5100313591&word=4,lbw$ noun sg. abs. or construct,,,,,clothing,clothing (pl. for multiple items),,,,lbwš,lbw$ noun sg. abs. or construct,clothing | clothing (pl. for multiple items)
mktš,getlex.php?coord=5100313591&word=2,d_ p = d_ p --> dy p,,,,,plague,plague,"aggression, combat",,,mktš,d_ p = d_ p --> dy p,"plague | plague | aggression, combat"
d),getlex.php?coord=5100313591&word=0,d) P01,,,,,this (f.),this (f.),,,,dˀ,d) P01,this (f.) | this (f.)
)wr)h,getlex.php?coord=5100313591&word=1,)wr)h noun sg. emphatic,,,,,"law, teaching; the Torah","written law, instruction","the Torah, Pentateuch",,,ˀwrˀh,)wr)h noun sg. emphatic,"law, teaching; the Torah | written law, instruction | the Torah, Pentateuch"
,getlex.php?coord=5100313581&word=16,,,,,,,,,,,,,
mšk,getlex.php?coord=5100313581&word=8,d_ p = d_ p --> dy p,,,,,skin,"skin, hide","treated skin, i.e., leather or otherwise used for garments or vessels",bark,,mšk,d_ p = d_ p --> dy p,"skin | skin, hide | treated skin, i.e., leather or otherwise used for garments or vessels | bark"
mktš,getlex.php?coord=5100313581&word=12,mkt$ noun sg. emphatic,,,,,plague,plague,"aggression, combat",,,mktš,mkt$ noun sg. emphatic,"plague | plague | aggression, combat"
m)n,getlex.php?coord=5100313581&word=7,mn#2 noun sg. abs. or construct= mn#2 N --> m)n N,,,,,vessel; garment,vessel,"instrument, utensil, tool",garment,,mˀn,mn#2 noun sg. abs. or construct= mn#2 N --> m)n N,"vessel; garment | vessel | instrument, utensil, tool | garment"
w_,getlex.php?coord=5100313581&word=10,w_ c,,,,,"and, also",to pass over,"to pass over, cross",to pass by,,w_,w_ c,"and, also | to pass over | to pass over, cross | to pass by"
mn,getlex.php?coord=5100313581&word=11,mn p02,,,,,from,from,partitive,indicating the agent of a passive,,mn,mn p02,from | from | partitive | indicating the agent of a passive
ḥwr,getlex.php?coord=5100313581&word=9,d_ c = d_ c --> dy c,,,,,to be white,to be white,fig. of to be bright : to understand,to whiten,,ḥwr,d_ c = d_ c --> dy c,to be white | to be white | fig. of to be bright : to understand | to whiten
w_,getlex.php?coord=5100313581&word=13,w_ c,,,,,"and, also",to moisten; to dye,to moisten,to dip,,w_,w_ c,"and, also | to moisten; to dye | to moisten | to dip"
tnynwt,getlex.php?coord=5100313581&word=14,tnynwt a01,,,,,a second time,a second time,,,,tnynwt,tnynwt a01,a second time | a second time
w_,getlex.php?coord=5100313581&word=15,w_ c,,,,,"and, also",to be clean,to be (ritually) clean,"to cleanse, to purify ritually",,w_,w_ c,"and, also | to be clean | to be (ritually) clean | to cleanse, to purify ritually"
kl,getlex.php?coord=5100313581&word=6,kl noun sg. abs. or construct,,,,,"all, every",alone preceding a noun (technically the construct state!) :,as a postpositive with resumptive pronominal suffixes,emphatic state :,,kl,kl noun sg. abs. or construct,"all, every | alone preceding a noun (technically the construct state!) : | as a postpositive with resumptive pronominal suffixes | emphatic state :"
)w,getlex.php?coord=5100313581&word=1,)w c,,,,,or,or,": if . . . but if, whether . . . or",equivalent to MT אִם as the second clause in a question,,ˀw,)w c,"or | or | : if . . . but if, whether . . . or | equivalent to MT אִם as the second clause in a question"
w_,getlex.php?coord=5100313581&word=0,w_ c,,,,,"and, also",clothing,clothing (pl. for multiple items),,,w_,w_ c,"and, also | clothing | clothing (pl. for multiple items)"
(rb,getlex.php?coord=5100313581&word=4,(rb noun sg. emphatic,,,,,woof,woof,mixture,,,ˁrb,(rb noun sg. emphatic,woof | woof | mixture
šty,getlex.php?coord=5100313581&word=2,$ty noun sg. emphatic,,,,,warp,warp,שׁתי וערב : adv. : lengthwise and crosswise [Heb.?],,,šty,$ty noun sg. emphatic,warp | warp | שׁתי וערב : adv. : lengthwise and crosswise [Heb.?]
)w,getlex.php?coord=5100313581&word=5,)w c,,,,,or,or,": if . . . but if, whether . . . or",equivalent to MT אִם as the second clause in a question,,ˀw,)w c,"or | or | : if . . . but if, whether . . . or | equivalent to MT אִם as the second clause in a question"
)w,getlex.php?coord=5100313581&word=3,)w c,,,,,or,or,": if . . . but if, whether . . . or",equivalent to MT אִם as the second clause in a question,,ˀw,)w c,"or | or | : if . . . but if, whether . . . or | equivalent to MT אִם as the second clause in a question"
sgy,getlex.php?coord=5100313571&word=12,sgy verb G,,,,,to be(come) many,to grow,to be sufficient for someone,to make numerous or to provide with much,,sgy,sgy verb G,to be(come) many | to grow | to be sufficient for someone | to make numerous or to provide with much
mšk,getlex.php?coord=5100313571&word=11,d_ p = d_ p --> dy p,,,,,skin,"skin, hide","treated skin, i.e., leather or otherwise used for garments or vessels",bark,,mšk,d_ p = d_ p --> dy p,"skin | skin, hide | treated skin, i.e., leather or otherwise used for garments or vessels | bark"
hy),getlex.php?coord=5100313571&word=13,hy) P01,,,,,she,she,as copula,,,hyˀ,hy) P01,she | she | as copula
yqd,getlex.php?coord=5100313571&word=15,yqd verb C,,,,,"to set fire to, burn up",metaph. : to inflame with love,to be kindled,fig.: to be inflamed,,yqd,yqd verb C,"to set fire to, burn up | metaph. : to inflame with love | to be kindled | fig.: to be inflamed"
b_,getlex.php?coord=5100313571&word=17,d_ c = d_ c --> dy c,,,,,"in, with",in,with (instrumental),among,,b_,d_ c = d_ c --> dy c,"in, with | in | with (instrumental) | among"
yt,getlex.php?coord=5100313571&word=16,yt p01,,,,,accusative particle,accusative particle,as a demonstrative pronoun :,introducing indirect objects,,yt,yt p01,accusative particle | accusative particle | as a demonstrative pronoun : | introducing indirect objects
b_,getlex.php?coord=5100313571&word=14,b_ p02,,,,,"in, with",in,with (instrumental),among,,b_,b_ p02,"in, with | in | with (instrumental) | among"
mktš,getlex.php?coord=5100313571&word=18,mkt$ noun sg. emphatic,,,,,plague,plague,"aggression, combat",,,mktš,mkt$ noun sg. emphatic,"plague | plague | aggression, combat"
)w,getlex.php?coord=5100313571&word=4,)w c,,,,,or,or,": if . . . but if, whether . . . or",equivalent to MT אִם as the second clause in a question,,ˀw,)w c,"or | or | : if . . . but if, whether . . . or | equivalent to MT אִם as the second clause in a question"
m)n,getlex.php?coord=5100313571&word=10,mn#2 noun sg. abs. or construct= mn#2 N --> m)n N,,,,,vessel; garment,vessel,"instrument, utensil, tool",garment,,mˀn,mn#2 noun sg. abs. or construct= mn#2 N --> m)n N,"vessel; garment | vessel | instrument, utensil, tool | garment"
)w,getlex.php?coord=5100313571&word=6,)w c,,,,,or,or,": if . . . but if, whether . . . or",equivalent to MT אִם as the second clause in a question,,ˀw,)w c,"or | or | : if . . . but if, whether . . . or | equivalent to MT אִם as the second clause in a question"
b_,getlex.php?coord=5100313571&word=9,b_ p02,,,,,"in, with",in,with (instrumental),among,,b_,b_ p02,"in, with | in | with (instrumental) | among"
)w,getlex.php?coord=5100313571&word=8,)w c,,,,,or,or,": if . . . but if, whether . . . or",equivalent to MT אִם as the second clause in a question,,ˀw,)w c,"or | or | : if . . . but if, whether . . . or | equivalent to MT אִם as the second clause in a question"
b_,getlex.php?coord=5100313571&word=5,b_ p02,,,,,"in, with",in,with (instrumental),among,,b_,b_ p02,"in, with | in | with (instrumental) | among"
b_,getlex.php?coord=5100313571&word=3,b_ p02,,,,,"in, with",in,with (instrumental),among,,b_,b_ p02,"in, with | in | with (instrumental) | among"
)w,getlex.php?coord=5100313561&word=19,)w c,,,,,or,or,": if . . . but if, whether . . . or",equivalent to MT אִם as the second clause in a question,,ˀw,)w c,"or | or | : if . . . but if, whether . . . or | equivalent to MT אִם as the second clause in a question"
mn,getlex.php?coord=5100313561&word=20,mn p01,,,,,from,from,partitive,indicating the agent of a passive,,mn,mn p01,from | from | partitive | indicating the agent of a passive
b_,getlex.php?coord=5100313571&word=7,b_ p02,,,,,"in, with",in,with (instrumental),among,,b_,b_ p02,"in, with | in | with (instrumental) | among"
(wd,getlex.php?coord=5100313571&word=2,(wd a01,,,,,still; again,"still, while","additionally, more","enclitic : so, now, therefore",,ˁwd,(wd a01,"still; again | still, while | additionally, more | enclitic : so, now, therefore"
ḥzy,getlex.php?coord=5100313571&word=1,xzy verb Ct,,,,,"to show oneself, appear",to be made visible,to be shown something,"to distinguish oneself, show off (",,ḥzy,xzy verb Ct,"to show oneself, appear | to be made visible | to be shown something | to distinguish oneself, show off ("
w_,getlex.php?coord=5100313571&word=0,w_ c,,,,,"and, also",if,if,with reverse connotation in oaths,,w_,w_ c,"and, also | if | if | with reverse connotation in oaths"
,getlex.php?coord=5100313561&word=22,,,,,,,,,,,,,
(rb,getlex.php?coord=5100313561&word=21,(rb noun sg. emphatic,,,,,woof,woof,mixture,,,ˁrb,(rb noun sg. emphatic,woof | woof | mixture
)w,getlex.php?coord=5100313561&word=13,)w c,,,,,or,or,": if . . . but if, whether . . . or",equivalent to MT אִם as the second clause in a question,,ˀw,)w c,"or | or | : if . . . but if, whether . . . or | equivalent to MT אִם as the second clause in a question"
mn,getlex.php?coord=5100313561&word=17,mn p01,,,,,from,from,partitive,indicating the agent of a passive,,mn,mn p01,from | from | partitive | indicating the agent of a passive
šty,getlex.php?coord=5100313561&word=18,$ty noun sg. emphatic,,,,,warp,warp,שׁתי וערב : adv. : lengthwise and crosswise [Heb.?],,,šty,$ty noun sg. emphatic,warp | warp | שׁתי וערב : adv. : lengthwise and crosswise [Heb.?]
)w,getlex.php?coord=5100313561&word=16,)w c,,,,,or,or,": if . . . but if, whether . . . or",equivalent to MT אִם as the second clause in a question,,ˀw,)w c,"or | or | : if . . . but if, whether . . . or | equivalent to MT אִם as the second clause in a question"
mn,getlex.php?coord=5100313561&word=11,mn p01,,,,,from,from,partitive,indicating the agent of a passive,,mn,mn p01,from | from | partitive | indicating the agent of a passive
lbwš,getlex.php?coord=5100313561&word=12,lbw$ noun sg. emphatic,,,,,clothing,clothing (pl. for multiple items),,,,lbwš,lbw$ noun sg. emphatic,clothing | clothing (pl. for multiple items)
mn,getlex.php?coord=5100313561&word=14,mn p01,,,,,from,from,partitive,indicating the agent of a passive,,mn,mn p01,from | from | partitive | indicating the agent of a passive
mšk,getlex.php?coord=5100313561&word=15,m$k noun sg. emphatic,,,,,skin,"skin, hide","treated skin, i.e., leather or otherwise used for garments or vessels",bark,,mšk,m$k noun sg. emphatic,"skin | skin, hide | treated skin, i.e., leather or otherwise used for garments or vessels | bark"
yt,getlex.php?coord=5100313561&word=10,yt p02,,,,,accusative particle,accusative particle,as a demonstrative pronoun :,introducing indirect objects,,yt,yt p02,accusative particle | accusative particle | as a demonstrative pronoun : | introducing indirect objects
w_,getlex.php?coord=5100313561&word=9,w_ c,,,,,"and, also",to tear up; penetrate,"to rend, tear up",to split,,w_,w_ c,"and, also | to tear up; penetrate | to rend, tear up | to split"
yt,getlex.php?coord=5100313561&word=8,yt p02,,,,,accusative particle,accusative particle,as a demonstrative pronoun :,introducing indirect objects,,yt,yt p02,accusative particle | accusative particle | as a demonstrative pronoun : | introducing indirect objects
ḥwr,getlex.php?coord=5100313561&word=7,d_ c = d_ c --> dy c,,,,,to be white,to be white,fig. of to be bright : to understand,to whiten,,ḥwr,d_ c = d_ c --> dy c,to be white | to be white | fig. of to be bright : to understand | to whiten
btr,getlex.php?coord=5100313561&word=6,btr c = btr c --> btr p,,,,,after,after,conj.: after,"w. personal pron. suf. : behind one, backwards (?)",,btr,btr c = btr c --> btr p,"after | after | conj.: after | w. personal pron. suf. : behind one, backwards (?)"
mktš,getlex.php?coord=5100313561&word=5,mkt$ noun sg. emphatic,,,,,plague,plague,"aggression, combat",,,mktš,mkt$ noun sg. emphatic,"plague | plague | aggression, combat"
(my,getlex.php?coord=5100313561&word=4,(my verb G,,,,,"to grow dim, faint",perhaps: to cower or the like,to be blinded,,,ˁmy,(my verb G,"to grow dim, faint | perhaps: to cower or the like | to be blinded"
khn,getlex.php?coord=5100313561&word=2,khn noun sg. emphatic,,,,,priest,priest,,,,khn,khn noun sg. emphatic,priest | priest
w_,getlex.php?coord=5100313561&word=3,w_ c,,,,,"and, also",here! look!,"here, look! (presentative particle)",here (adv.),,w_,w_ c,"and, also | here! look! | here, look! (presentative particle) | here (adv.)"
,getlex.php?coord=5100313571&word=19,,,,,,,,,,,,,
hy),getlex.php?coord=5100313551&word=21,hy) P01,,,,,she,she,as copula,,,hyˀ,hy) P01,she | she | as copula
yqd,getlex.php?coord=5100313551&word=19,yqd verb C,,,,,"to set fire to, burn up",metaph. : to inflame with love,to be kindled,fig.: to be inflamed,,yqd,yqd verb C,"to set fire to, burn up | metaph. : to inflame with love | to be kindled | fig.: to be inflamed"
hw),getlex.php?coord=5100313551&word=17,hw) P01,,,,,he,he,as copula,emphatic enclitic particle focusing on the word it follows,,hwˀ,hw) P01,he | he | as copula | emphatic enclitic particle focusing on the word it follows
ms)b,getlex.php?coord=5100313551&word=16,ms)b A01,,,,,unclean,unclean,,,,msˀb,ms)b A01,unclean | unclean
l),getlex.php?coord=5100313551&word=14,l) a01,,,,,"no, not",no! (as interj.),not (preceding and negating a predicate),"compounded with adjectives, nouns, abstracts, and adverbs  ='un-', 'non', 'in-'",,lˀ,l) a01,"no, not | no! (as interj.) | not (preceding and negating a predicate) | compounded with adjectives, nouns, abstracts, and adverbs  ='un-', 'non', 'in-'"
tbr,getlex.php?coord=5100313551&word=20,tbr#3 noun sg. emphatic,,,,,breaker,depressed and contaminated area,+גרמא : butcher's block,,,tbr,tbr#3 noun sg. emphatic,breaker | depressed and contaminated area | +גרמא : butcher's block
b_,getlex.php?coord=5100313551&word=18,b_ p02,,,,,"in, with",in,with (instrumental),among,,b_,b_ p02,"in, with | in | with (instrumental) | among"
ysp,getlex.php?coord=5100313551&word=15,ysp verb C,,,,,to add,"to increase, to do more",equivalent of Gk. προς,"to be added, increased",,ysp,ysp verb C,"to add | to increase, to do more | equivalent of Gk. προς | to be added, increased"
,getlex.php?coord=5100313551&word=25,,,,,,,,,,,,,
w_,getlex.php?coord=5100313561&word=0,w_ c,,,,,"and, also",if,if,with reverse connotation in oaths,,w_,w_ c,"and, also | if | if | with reverse connotation in oaths"
b_,getlex.php?coord=5100313551&word=24,b_ p02,,,,,"in, with",in,with (instrumental),among,,b_,b_ p02,"in, with | in | with (instrumental) | among"
šny,getlex.php?coord=5100313551&word=8,$ny verb G,,,,,to be different,to go away,to change (trans.),"(d.o. mind, reason) : to act insane",,šny,$ny verb G,"to be different | to go away | to change (trans.) | (d.o. mind, reason) : to act insane"
kyd,getlex.php?coord=5100313551&word=11,kyd c,,,,,when; as if,like that which,as when,while,,kyd,kyd c,when; as if | like that which | as when | while
l),getlex.php?coord=5100313551&word=7,l) a01,,,,,"no, not",no! (as interj.),not (preceding and negating a predicate),"compounded with adjectives, nouns, abstracts, and adverbs  ='un-', 'non', 'in-'",,lˀ,l) a01,"no, not | no! (as interj.) | not (preceding and negating a predicate) | compounded with adjectives, nouns, abstracts, and adverbs  ='un-', 'non', 'in-'"
w_,getlex.php?coord=5100313551&word=6,w_ c,,,,,"and, also",here! look!,"here, look! (presentative particle)",here (adv.),,w_,w_ c,"and, also | here! look! | here, look! (presentative particle) | here (adv.)"
mktš,getlex.php?coord=5100313551&word=9,mkt$ noun sg. emphatic,,,,,plague,plague,"aggression, combat",,,mktš,mkt$ noun sg. emphatic,"plague | plague | aggression, combat"
hwy,getlex.php?coord=5100313551&word=12,hwy verb G,,,,,to be,"to endure, to exist","to come to pass, to happen",in idioms:,,hwy,hwy verb G,"to be | to endure, to exist | to come to pass, to happen | in idioms:"
mn,getlex.php?coord=5100313551&word=10,mn p01,,,,,from,from,partitive,indicating the agent of a passive,,mn,mn p01,from | from | partitive | indicating the agent of a passive
,getlex.php?coord=5100313541&word=11,,,,,,,,,,,,,
khn,getlex.php?coord=5100313551&word=1,khn noun sg. emphatic,,,,,priest,priest,,,,khn,khn noun sg. emphatic,priest | priest
btr,getlex.php?coord=5100313551&word=2,btr c = btr c --> btr p,,,,,after,after,conj.: after,"w. personal pron. suf. : behind one, backwards (?)",,btr,btr c = btr c --> btr p,"after | after | conj.: after | w. personal pron. suf. : behind one, backwards (?)"
w_,getlex.php?coord=5100313551&word=13,w_ c,,,,,"and, also",plague,plague,"aggression, combat",,w_,w_ c,"and, also | plague | plague | aggression, combat"
ḥwr,getlex.php?coord=5100313551&word=3,d_ c = d_ c --> dy c,,,,,to be white,to be white,fig. of to be bright : to understand,to whiten,,ḥwr,d_ c = d_ c --> dy c,to be white | to be white | fig. of to be bright : to understand | to whiten
w_,getlex.php?coord=5100313551&word=0,w_ c,,,,,"and, also",to see,to see,(,,w_,w_ c,"and, also | to see | to see | ("
yt,getlex.php?coord=5100313551&word=4,yt p01,,,,,accusative particle,accusative particle,as a demonstrative pronoun :,introducing indirect objects,,yt,yt p01,accusative particle | accusative particle | as a demonstrative pronoun : | introducing indirect objects
sgr,getlex.php?coord=5100313541&word=6,sgr verb C,,,,,"to quarantine (disease, structure)",to hand over,to be restrained,to be blocked up,,sgr,sgr verb C,"to quarantine (disease, structure) | to hand over | to be restrained | to be blocked up"
khn,getlex.php?coord=5100313541&word=7,khn noun sg. emphatic,,,,,priest,priest,,,,khn,khn noun sg. emphatic,priest | priest
mktš,getlex.php?coord=5100313541&word=5,mkt$ noun sg. emphatic,,,,,plague,plague,"aggression, combat",,,mktš,mkt$ noun sg. emphatic,"plague | plague | aggression, combat"
šb(,getlex.php?coord=5100313541&word=8,$b( n01,,,,,seven,seven,: group of seven,,,šbˁ,$b( n01,seven | seven | : group of seven
b_,getlex.php?coord=5100313541&word=4,d_ c = d_ c --> dy c,,,,,"in, with",in,with (instrumental),among,,b_,d_ c = d_ c --> dy c,"in, with | in | with (instrumental) | among"
tnynwt,getlex.php?coord=5100313541&word=10,tnynwt a01,,,,,a second time,a second time,,,,tnynwt,tnynwt a01,a second time | a second time
)w,getlex.php?coord=5100313551&word=23,)w c,,,,,or,or,": if . . . but if, whether . . . or",equivalent to MT אִם as the second clause in a question,,ˀw,)w c,"or | or | : if . . . but if, whether . . . or | equivalent to MT אִם as the second clause in a question"
ywm,getlex.php?coord=5100313541&word=9,ywm noun pl. absolute,,,,,day,day,pl.: time period,"daytime, sun light (",,ywm,ywm noun pl. absolute,"day | day | pl.: time period | daytime, sun light ("
ḥzy,getlex.php?coord=5100313561&word=1,xzy verb G,,,,,to see,(,") to understand, to realize",to visit,,ḥzy,xzy verb G,"to see | ( | ) to understand, to realize | to visit"
b_,getlex.php?coord=5100313551&word=22,b_ p02,,,,,"in, with",in,with (instrumental),among,,b_,b_ p02,"in, with | in | with (instrumental) | among"
,getlex.php?coord=5100313531&word=16,,,,,,,,,,,,,
khn,getlex.php?coord=5100313541&word=1,khn noun sg. emphatic,,,,,priest,priest,,,,khn,khn noun sg. emphatic,priest | priest
yt,getlex.php?coord=5100313541&word=3,yt p01,,,,,accusative particle,accusative particle,as a demonstrative pronoun :,introducing indirect objects,,yt,yt p01,accusative particle | accusative particle | as a demonstrative pronoun : | introducing indirect objects
