text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,meaning_0,meaning_1,meaning_2,meaning_3,text_transformed,Lema,merged_lexicon,merged_meanings
gzz,getlex.php?coord=5100515191&word=15,gzz verb G,,,,,to shear fleece,"metaph.: to cut off, lop off","to make to shear, to have shorn",to be shorn,,gzz,gzz verb G,"to shear fleece | metaph.: to cut off, lop off | to make to shear, to have shorn | to be shorn"
w_,getlex.php?coord=5100515191&word=14,w_ c,,,,,"and, also","no, not",no! (as interj.),not (preceding and negating a predicate),,w_,w_ c,"and, also | no, not | no! (as interj.) | not (preceding and negating a predicate)"
)kl,getlex.php?coord=5100515221&word=1,)kl verb G,,,,,to eat,to consume,to enjoy the usufruct of something,in idioms,,ˀkl,)kl verb G,to eat | to consume | to enjoy the usufruct of something | in idioms
qdš,getlex.php?coord=5100515191&word=6,qd$ verb C,,,,,"to dedicate as sancta, sanctify",to consecrate oneself,to be consecrated,to be betrothed,,qdš,qd$ verb C,"to dedicate as sancta, sanctify | to consecrate oneself | to be consecrated | to be betrothed"
l),getlex.php?coord=5100515191&word=10,l) a01,,,,,"no, not",no! (as interj.),not (preceding and negating a predicate),"compounded with adjectives, nouns, abstracts, and adverbs  ='un-', 'non', 'in-'",,lˀ,l) a01,"no, not | no! (as interj.) | not (preceding and negating a predicate) | compounded with adjectives, nouns, abstracts, and adverbs  ='un-', 'non', 'in-'"
b_,getlex.php?coord=5100515191&word=12,b_ p02,,,,,"in, with",in,with (instrumental),among,,b_,b_ p02,"in, with | in | with (instrumental) | among"
plḥ,getlex.php?coord=5100515191&word=11,plx verb G,,,,,to work,"to labor at (work, job), work for",to serve,to worship,,plḥ,plx verb G,"to work | to labor at (work, job), work for | to serve | to worship"
dkr,getlex.php?coord=5100515191&word=5,dkr noun pl. absolute,,,,,male,male,ram,penis,,dkr,dkr noun pl. absolute,male | male | ram | penis
ywy,getlex.php?coord=5100515191&word=8,ywy d01,,,,,abbreviation for the Tetragram,abbreviation for the Tetragram,,,,ywy,ywy d01,abbreviation for the Tetragram | abbreviation for the Tetragram
qdm,getlex.php?coord=5100515191&word=7,qdm p01,,,,,before,before,as a substantive : front part,,,qdm,qdm p01,before | before | as a substantive : front part
)lh,getlex.php?coord=5100515191&word=9,)lh noun sg. emphatic,,,,,god,"god, God",,,,ˀlh,)lh noun sg. emphatic,"god | god, God"
(bd,getlex.php?coord=5100515181&word=20,d_ c = d_ c --> dy c,,,,,"to make, act, do",to make,"to do, perform, act in a certain manner","to designate, make into",,ˁbd,d_ c = d_ c --> dy c,"to make, act, do | to make | to do, perform, act in a certain manner | to designate, make into"
b_,getlex.php?coord=5100515181&word=19,b_ p02,,,,,"in, with",in,with (instrumental),among,,b_,b_ p02,"in, with | in | with (instrumental) | among"
w_,getlex.php?coord=5100515191&word=4,w_ c,,,,,"and, also","in, with",in,with (instrumental),,w_,w_ c,"and, also | in, with | in | with (instrumental)"
b_,getlex.php?coord=5100515191&word=3,b_ p02,,,,,"in, with",in,with (instrumental),among,,b_,b_ p02,"in, with | in | with (instrumental) | among"
,getlex.php?coord=5100515181&word=21,,,,,,,,,,,,,
yld,getlex.php?coord=5100515191&word=2,d_ c = d_ c --> dy c,,,,,to give birth; C to produce,to give birth,to beget,"metaph.: to produce, come up with",,yld,d_ c = d_ c --> dy c,"to give birth; C to produce | to give birth | to beget | metaph.: to produce, come up with"
bkwr,getlex.php?coord=5100515191&word=1,bkwr noun sg. emphatic,,,,,firstborn,firstborn,"first one, earliest one",Bukhra: the sacramental Host in Nestorian ritual,,bkwr,bkwr noun sg. emphatic,"firstborn | firstborn | first one, earliest one | Bukhra: the sacramental Host in Nestorian ritual"
kl,getlex.php?coord=5100515191&word=0,kl noun sg. abs. or construct,,,,,"all, every",alone preceding a noun (technically the construct state!) :,as a postpositive with resumptive pronominal suffixes,emphatic state :,,kl,kl noun sg. abs. or construct,"all, every | alone preceding a noun (technically the construct state!) : | as a postpositive with resumptive pronominal suffixes | emphatic state :"
ywy,getlex.php?coord=5100515181&word=17,ywy d01,,,,,abbreviation for the Tetragram,abbreviation for the Tetragram,,,,ywy,ywy d01,abbreviation for the Tetragram | abbreviation for the Tetragram
)lh,getlex.php?coord=5100515181&word=18,)lh noun sg. emphatic,,,,,god,"god, God",,,,ˀlh,)lh noun sg. emphatic,"god | god, God"
w_,getlex.php?coord=5100515181&word=16,w_ c,,,,,"and, also",to bow; D to bless,to bow,(knee) to bend,,w_,w_ c,"and, also | to bow; D to bless | to bow | (knee) to bend"
šnh,getlex.php?coord=5100515181&word=15,$nh noun pl. absolute,,,,,year,year,,,,šnh,$nh noun pl. absolute,year | year
plḥ,getlex.php?coord=5100515181&word=13,plx verb G,,,,,to work,"to labor at (work, job), work for",to serve,to worship,,plḥ,plx verb G,"to work | to labor at (work, job), work for | to serve | to worship"
)gyr,getlex.php?coord=5100515181&word=12,)gyr noun sg. emphatic= )gyr N --> )gyr A,,,,,hired,"hired hand, hireling",catechumen,,,ˀgyr,)gyr noun sg. emphatic= )gyr N --> )gyr A,"hired | hired hand, hireling | catechumen"
b_,getlex.php?coord=5100515181&word=11,b_ p02,,,,,"in, with",in,with (instrumental),among,,b_,b_ p02,"in, with | in | with (instrumental) | among"
št,getlex.php?coord=5100515181&word=14,$t n01,,,,,six,six,fem. : group of six,,,št,$t n01,six | six | fem. : group of six
tryn,getlex.php?coord=5100515181&word=10,tryn n01,,,,,two,two,,,,tryn,tryn n01,two | two
w_,getlex.php?coord=5100515171&word=11,w_ c,,,,,"and, also","also, even","also, even",in expressions,,w_,w_ c,"and, also | also, even | also, even | in expressions"
,getlex.php?coord=5100515171&word=15,,,,,,,,,,,,,
kn,getlex.php?coord=5100515171&word=14,kn a01,,,,,"thus, so","thus, so","then, after that (",,,kn,kn a01,"thus, so | thus, so | then, after that ("
qšy,getlex.php?coord=5100515181&word=1,q$y verb G,,,,,to be difficult,to have difficulties,"to be harsh, stern",to harden,,qšy,q$y verb G,"to be difficult | to have difficulties | to be harsh, stern | to harden"
)mh,getlex.php?coord=5100515171&word=12,l_ p03,,,,,maidservant,maidservant,,,,ˀmh,l_ p03,maidservant | maidservant
l),getlex.php?coord=5100515181&word=0,l) a01,,,,,"no, not",no! (as interj.),not (preceding and negating a predicate),"compounded with adjectives, nouns, abstracts, and adverbs  ='un-', 'non', 'in-'",,lˀ,l) a01,"no, not | no! (as interj.) | not (preceding and negating a predicate) | compounded with adjectives, nouns, abstracts, and adverbs  ='un-', 'non', 'in-'"
b_,getlex.php?coord=5100515181&word=2,b_ p02,,,,,"in, with",in,with (instrumental),among,,b_,b_ p02,"in, with | in | with (instrumental) | among"
(bd,getlex.php?coord=5100515171&word=13,(bd verb G,,,,,to make,"to do, perform, act in a certain manner","to designate, make into",idiomatic expressions:,,ˁbd,(bd verb G,"to make | to do, perform, act in a certain manner | to designate, make into | idiomatic expressions:"
ḥd,getlex.php?coord=5100515181&word=9,xd n01,,,,,one,one,with another number (or,"_ + number) : multiplicative: twice, thrice, etc.",,ḥd,xd n01,"one | one | with another number (or | _ + number) : multiplicative: twice, thrice, etc."
l(lm,getlex.php?coord=5100515171&word=10,l(lm a01,,,,,forever,forever,",",",",,lˁlm,l(lm a01,"forever | forever | , | ,"
plḥ,getlex.php?coord=5100515171&word=9,plx verb G,,,,,to work,"to labor at (work, job), work for",to serve,to worship,,plḥ,plx verb G,"to work | to labor at (work, job), work for | to serve | to worship"
yt,getlex.php?coord=5100515171&word=1,yt p01,,,,,accusative particle,accusative particle,as a demonstrative pronoun :,introducing indirect objects,,yt,yt p01,accusative particle | accusative particle | as a demonstrative pronoun : | introducing indirect objects
(bd,getlex.php?coord=5100515171&word=8,(bd noun sg. abs. or construct,,,,,servant,servant,,,,ˁbd,(bd noun sg. abs. or construct,servant | servant
b_,getlex.php?coord=5100515171&word=4,b_ p02,,,,,"in, with",in,with (instrumental),among,,b_,b_ p02,"in, with | in | with (instrumental) | among"
w_,getlex.php?coord=5100515171&word=6,w_ c,,,,,"and, also","to be, to become",to be,"to endure, to exist",,w_,w_ c,"and, also | to be, to become | to be | to endure, to exist"
לָך,getlex.php?coord=5100515171&word=7,l_ p01,,,,,,,,,,,l_ p01,
w_,getlex.php?coord=5100515171&word=5,w_ c,,,,,"and, also","in, with",in,with (instrumental),,w_,w_ c,"and, also | in, with | in | with (instrumental)"
mrṣ(,getlex.php?coord=5100515171&word=2,mrc( noun sg. emphatic,,,,,awl,awl,,,,mrṣˁ,mrc( noun sg. emphatic,awl | awl
w_,getlex.php?coord=5100515171&word=3,w_ c,,,,,"and, also",to give; make into,to give,":  to sell for, exchange for",,w_,w_ c,"and, also | to give; make into | to give | :  to sell for, exchange for"
w_,getlex.php?coord=5100515171&word=0,w_ c,,,,,"and, also",to take,"to take, pick up, carry",to marry,,w_,w_ c,"and, also | to take | to take, pick up, carry | to marry"
ṭb,getlex.php?coord=5100515161&word=12,Tb A01,,,,,good,"good, proper, appropriate","precious, valuable, of worth","(heart, mind) happy, feeling good",,ṭb,Tb A01,"good | good, proper, appropriate | precious, valuable, of worth | (heart, mind) happy, feeling good"
(m,getlex.php?coord=5100515161&word=14,(m p02,,,,,with,"with, together with",at,"at the time of, during",,ˁm,(m p02,"with | with, together with | at | at the time of, during"
לֵיה,getlex.php?coord=5100515161&word=13,l_ p01,,,,,,,,,,,l_ p01,
,getlex.php?coord=5100515161&word=15,,,,,,,,,,,,,
)ry,getlex.php?coord=5100515161&word=11,)ry c,,,,,"because, since","because, since","ארי אם, ארי אין : but rather (=MT  כִּי־אִם)",introducing object clauses,,ˀry,)ry c,"because, since | because, since | ארי אם, ארי אין : but rather (=MT  כִּי־אִם) | introducing object clauses"
w_,getlex.php?coord=5100515161&word=9,w_ c,,,,,"and, also","person, someone","person, someone","Man, humanity (usually in the emphatic)",,w_,w_ c,"and, also | person, someone | person, someone | Man, humanity (usually in the emphatic)"
by,getlex.php?coord=5100515161&word=10,by noun sg. emphatic,,,,,house; structure; place,house: a building for dwelling,a structure,"place, area, home",,by,by noun sg. emphatic,"house; structure; place | house: a building for dwelling | a structure | place, area, home"
rḥm,getlex.php?coord=5100515161&word=8,rxm verb G,,,,,to love,to have pity on,w.,: to have mercy upon,,rḥm,rxm verb G,to love | to have pity on | w. | : to have mercy upon
m(m,getlex.php?coord=5100515161&word=6,m(m p02,,,,,from one's presence,from the presence of,,,,mˁm,m(m p02,from one's presence | from the presence of
)ry,getlex.php?coord=5100515161&word=7,)ry c,,,,,"because, since","because, since","ארי אם, ארי אין : but rather (=MT  כִּי־אִם)",introducing object clauses,,ˀry,)ry c,"because, since | because, since | ארי אם, ארי אין : but rather (=MT  כִּי־אִם) | introducing object clauses"
w_,getlex.php?coord=5100515161&word=0,w_ c,,,,,"and, also","to be, to become",to be,"to endure, to exist",,w_,w_ c,"and, also | to be, to become | to be | to endure, to exist"
,getlex.php?coord=5100515151&word=19,,,,,,,,,,,,,
npq,getlex.php?coord=5100515161&word=5,npq verb G,,,,,"to go out, come out, leave","to turn into, end up differently from how it started","to be spent, i.e. used up, consumed","_ : similar to, appropriate for",,npq,npq verb G,"to go out, come out, leave | to turn into, end up differently from how it started | to be spent, i.e. used up, consumed | _ : similar to, appropriate for"
לָך,getlex.php?coord=5100515161&word=3,l_ p01,,,,,,,,,,,l_ p01,
)mr,getlex.php?coord=5100515161&word=2,)mr verb G,,,,,to say,to command,"to say to oneself, to have a thought",idiomatic and special usages:,,ˀmr,)mr verb G,"to say | to command | to say to oneself, to have a thought | idiomatic and special usages:"
)ry,getlex.php?coord=5100515161&word=1,)ry c,,,,,"because, since","because, since","ארי אם, ארי אין : but rather (=MT  כִּי־אִם)",introducing object clauses,,ˀry,)ry c,"because, since | because, since | ארי אם, ארי אין : but rather (=MT  כִּי־אִם) | introducing object clauses"
l),getlex.php?coord=5100515161&word=4,l) a01,,,,,"no, not",no! (as interj.),not (preceding and negating a predicate),"compounded with adjectives, nouns, abstracts, and adverbs  ='un-', 'non', 'in-'",,lˀ,l) a01,"no, not | no! (as interj.) | not (preceding and negating a predicate) | compounded with adjectives, nouns, abstracts, and adverbs  ='un-', 'non', 'in-'"
br ḥyryn,getlex.php?coord=5100515181&word=5,br@xwryn noun sg. abs. or construct= br@xwryn N --> br@xyryn N,,,,,"free, free individual",free individual,of things and animals,"adv.: freely, by oneself",,br ḥyryn,br@xwryn noun sg. abs. or construct= br@xwryn N --> br@xyryn N,"free, free individual | free individual | of things and animals | adv.: freely, by oneself"
m(m,getlex.php?coord=5100515181&word=6,m(m p02,,,,,from one's presence,from the presence of,,,,mˁm,m(m p02,from one's presence | from the presence of
)ry,getlex.php?coord=5100515181&word=7,)ry c,,,,,"because, since","because, since","ארי אם, ארי אין : but rather (=MT  כִּי־אִם)",introducing object clauses,,ˀry,)ry c,"because, since | because, since | ארי אם, ארי אין : but rather (=MT  כִּי־אִם) | introducing object clauses"
