text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,meaning_0,meaning_1,meaning_2,meaning_3,text_transformed,Lema,merged_lexicon,merged_meanings
)ty,getlex.php?coord=5100404471&word=9,d_ c = d_ c --> dy c,,,,,"to come, arrive",to come,to occur; w.,: to befall,,ˀty,d_ c = d_ c --> dy c,"to come, arrive | to come | to occur; w. | : to befall"
,getlex.php?coord=5100404461&word=11,,,,,,,,,,,,,
byt )b,getlex.php?coord=5100404461&word=10,l_ p03,,,,,extended family,"extended family, clan",father's house :,,,byt ˀb,l_ p03,"extended family | extended family, clan | father's house :"
tltyn,getlex.php?coord=5100404471&word=1,tltyn n01,,,,,thirty,thirty,,,,tltyn,tltyn n01,thirty | thirty
šnh,getlex.php?coord=5100404471&word=2,$nh noun pl. absolute,,,,,year,year,,,,šnh,$nh noun pl. absolute,year | year
mn,getlex.php?coord=5100404471&word=0,m_ p03 = m_ p --> mn p,,,,,from,from,partitive,indicating the agent of a passive,,mn,m_ p03 = m_ p --> mn p,from | from | partitive | indicating the agent of a passive
mnyn,getlex.php?coord=5100404461&word=1,mnyn noun pl. emphatic,,,,,"number, amount","number, amount","reckoning of an amount, counting",quorum,,mnyn,mnyn noun pl. emphatic,"number, amount | number, amount | reckoning of an amount, counting | quorum"
w_,getlex.php?coord=5100404461&word=4,w_ c,,,,,"and, also",,,,,w_,w_ c,"and, also"
w_,getlex.php?coord=5100404461&word=5,w_ c,,,,,"and, also",chief; teacher,chief,master,,w_,w_ c,"and, also | chief; teacher | chief | master"
ישׂראל,getlex.php?coord=5100404461&word=6,y&r)l PN Personal name,,,,,,,,,,,y&r)l PN Personal name,
kl,getlex.php?coord=5100404461&word=0,kl noun sg. abs. or construct,,,,,"all, every",alone preceding a noun (technically the construct state!) :,as a postpositive with resumptive pronominal suffixes,emphatic state :,,kl,kl noun sg. abs. or construct,"all, every | alone preceding a noun (technically the construct state!) : | as a postpositive with resumptive pronominal suffixes | emphatic state :"
מֹשַה,getlex.php?coord=5100404461&word=3,m$h PN Personal name,,,,,,,,,,,m$h PN Personal name,
mny,getlex.php?coord=5100404461&word=2,d_ c = d_ c --> dy c,,,,,"to count, to number","to count, to number","to count as, to reckon as","to recite, chant",,mny,d_ c = d_ c --> dy c,"to count, to number | to count, to number | to count as, to reckon as | to recite, chant"
yt,getlex.php?coord=5100404461&word=7,yt p01,,,,,accusative particle,accusative particle,as a demonstrative pronoun :,introducing indirect objects,,yt,yt p01,accusative particle | accusative particle | as a demonstrative pronoun : | introducing indirect objects
zr(y,getlex.php?coord=5100404461&word=9,l_ p03,,,,,"family, clan","family, clan",(pl.) progeny,,,zrˁy,l_ p03,"family, clan | family, clan | (pl.) progeny"
b_,getlex.php?coord=5100404451&word=11,b_ p02,,,,,"in, with",in,with (instrumental),among,,b_,b_ p02,"in, with | in | with (instrumental) | among"
ywy,getlex.php?coord=5100404451&word=10,d_ p = d_ p --> dy p,,,,,abbreviation for the Tetragram,abbreviation for the Tetragram,,,,ywy,d_ p = d_ p --> dy p,abbreviation for the Tetragram | abbreviation for the Tetragram
m)mr,getlex.php?coord=5100404451&word=9,mymr noun sg. emphatic= mymr N --> m)mr N,,,,,speech,speech,word,", an attribute of the name of God as speaker to avoid anthropormorphism",,mˀmr,mymr noun sg. emphatic= mymr N --> m)mr N,"speech | speech | word | , an attribute of the name of God as speaker to avoid anthropormorphism"
דְמֹשַה׃,getlex.php?coord=5100404451&word=12,d_ p = d_ p --> dy p,,,,,,,,,,,d_ p = d_ p --> dy p,
(l,getlex.php?coord=5100404451&word=8,(l p01,,,,,upon; against; to,"upon, over, on to","against, over against","toward, to",,ˁl,(l p01,"upon; against; to | upon, over, on to | against, over against | toward, to"
,getlex.php?coord=5100404451&word=13,,,,,,,,,,,,,
zr(y,getlex.php?coord=5100404451&word=2,zr(y noun pl. construct,,,,,"family, clan","family, clan",(pl.) progeny,,,zrˁy,zr(y noun pl. construct,"family, clan | family, clan | (pl.) progeny"
mnyn,getlex.php?coord=5100404451&word=1,mnyn noun pl. construct,,,,,"number, amount","number, amount","reckoning of an amount, counting",quorum,,mnyn,mnyn noun pl. construct,"number, amount | number, amount | reckoning of an amount, counting | quorum"
,getlex.php?coord=5100404481&word=7,,,,,,,,,,,,,
מְרָרִי,getlex.php?coord=5100404451&word=4,mrry PN Personal name,,,,,,,,,,,mrry PN Personal name,
br,getlex.php?coord=5100404451&word=3,br noun pl. construct,,,,,son,"son, child",member of the same cohort (,in compounds,,br,br noun pl. construct,"son | son, child | member of the same cohort ( | in compounds"
w_,getlex.php?coord=5100404451&word=7,w_ c,,,,,"and, also",,,,,w_,w_ c,"and, also"
mny,getlex.php?coord=5100404451&word=5,d_ c = d_ c --> dy c,,,,,"to count, to number","to count, to number","to count as, to reckon as","to recite, chant",,mny,d_ c = d_ c --> dy c,"to count, to number | to count, to number | to count as, to reckon as | to recite, chant"
משה,getlex.php?coord=5100404451&word=6,m$h PN Personal name,,,,,,,,,,,m$h PN Personal name,
zr(y,getlex.php?coord=5100404441&word=2,l_ p03,,,,,"family, clan","family, clan",(pl.) progeny,,,zrˁy,l_ p03,"family, clan | family, clan | (pl.) progeny"
mnyn,getlex.php?coord=5100404441&word=1,mnyn noun pl. emphatic,,,,,"number, amount","number, amount","reckoning of an amount, counting",quorum,,mnyn,mnyn noun pl. emphatic,"number, amount | number, amount | reckoning of an amount, counting | quorum"
)lp,getlex.php?coord=5100404441&word=4,)lp n03,,,,,thousand,thousand,large tribal or military unit [Heb.;,,,ˀlp,)lp n03,thousand | thousand | large tribal or military unit [Heb.;
,getlex.php?coord=5100404441&word=6,,,,,,,,,,,,,
w_,getlex.php?coord=5100404441&word=5,w_ c,,,,,"and, also",two hundred,two hundred,,,w_,w_ c,"and, also | two hundred | two hundred"
tlt,getlex.php?coord=5100404441&word=3,tlt n01,,,,,three,three,w. masc. pl. pron. suff. : group of three,,,tlt,tlt n01,three | three | w. masc. pl. pron. suff. : group of three
w_,getlex.php?coord=5100404441&word=0,w_ c,,,,,"and, also","to be, to become",to be,"to endure, to exist",,w_,w_ c,"and, also | to be, to become | to be | to endure, to exist"
)lyn,getlex.php?coord=5100404451&word=0,)lyn P01,,,,,these (m. and f.),these,,,,ˀlyn,)lyn P01,these (m. and f.) | these
kl,getlex.php?coord=5100404431&word=8,kl noun sg. abs. or construct,,,,,"all, every",alone preceding a noun (technically the construct state!) :,as a postpositive with resumptive pronominal suffixes,emphatic state :,,kl,kl noun sg. abs. or construct,"all, every | alone preceding a noun (technically the construct state!) : | as a postpositive with resumptive pronominal suffixes | emphatic state :"
šnh,getlex.php?coord=5100404431&word=7,$nh noun pl. absolute,,,,,year,year,,,,šnh,$nh noun pl. absolute,year | year
zmn,getlex.php?coord=5100404431&word=13,zmn noun sg. emphatic,,,,,set time; instance,set time,instance,pl. abs. : sometimes,,zmn,zmn noun sg. emphatic,set time; instance | set time | instance | pl. abs. : sometimes
pwlḥn,getlex.php?coord=5100404431&word=11,l_ p03,,,,,work; worship,work,worship,cohort of workers,,pwlḥn,l_ p03,work; worship | work | worship | cohort of workers
)ty,getlex.php?coord=5100404431&word=9,d_ c = d_ c --> dy c,,,,,"to come, arrive",to come,to occur; w.,: to befall,,ˀty,d_ c = d_ c --> dy c,"to come, arrive | to come | to occur; w. | : to befall"
b_,getlex.php?coord=5100404431&word=12,b_ p02,,,,,"in, with",in,with (instrumental),among,,b_,b_ p02,"in, with | in | with (instrumental) | among"
ḥyl,getlex.php?coord=5100404431&word=10,l_ p03,,,,,army; force,army,coll.: military unit/garrison and its members,"power, strength providing ability",,ḥyl,l_ p03,"army; force | army | coll.: military unit/garrison and its members | power, strength providing ability"
,getlex.php?coord=5100404431&word=14,,,,,,,,,,,,,
mn,getlex.php?coord=5100404431&word=0,m_ p03 = m_ p --> mn p,,,,,from,from,partitive,indicating the agent of a passive,,mn,m_ p03 = m_ p --> mn p,from | from | partitive | indicating the agent of a passive
,getlex.php?coord=5100404421&word=6,,,,,,,,,,,,,
w_,getlex.php?coord=5100404431&word=4,w_ c,,,,,"and, also",until,"until, as far as",as conj.:,,w_,w_ c,"and, also | until | until, as far as | as conj.:"
ḥmšyn,getlex.php?coord=5100404431&word=6,xm$yn n01,,,,,fifty,fifty,,,,ḥmšyn,xm$yn n01,fifty | fifty
tltyn,getlex.php?coord=5100404431&word=1,tltyn n01,,,,,thirty,thirty,,,,tltyn,tltyn n01,thirty | thirty
w_,getlex.php?coord=5100404431&word=3,w_ c,,,,,"and, also",above,above,upward,,w_,w_ c,"and, also | above | above | upward"
br,getlex.php?coord=5100404431&word=5,br noun sg. abs. or construct,,,,,son,"son, child",member of the same cohort (,in compounds,,br,br noun sg. abs. or construct,"son | son, child | member of the same cohort ( | in compounds"
šnh,getlex.php?coord=5100404431&word=2,$nh noun pl. absolute,,,,,year,year,,,,šnh,$nh noun pl. absolute,year | year
,getlex.php?coord=5100404411&word=15,,,,,,,,,,,,,
byt )b,getlex.php?coord=5100404421&word=5,l_ p03,,,,,extended family,"extended family, clan",father's house :,,,byt ˀb,l_ p03,"extended family | extended family, clan | father's house :"
zr(y,getlex.php?coord=5100404421&word=1,zr(y noun pl. construct,,,,,"family, clan","family, clan",(pl.) progeny,,,zrˁy,zr(y noun pl. construct,"family, clan | family, clan | (pl.) progeny"
br,getlex.php?coord=5100404421&word=2,br noun pl. construct,,,,,son,"son, child",member of the same cohort (,in compounds,,br,br noun pl. construct,"son | son, child | member of the same cohort ( | in compounds"
w_,getlex.php?coord=5100404421&word=0,w_ c,,,,,"and, also","number, amount","number, amount","reckoning of an amount, counting",,w_,w_ c,"and, also | number, amount | number, amount | reckoning of an amount, counting"
zr(y,getlex.php?coord=5100404421&word=4,l_ p03,,,,,"family, clan","family, clan",(pl.) progeny,,,zrˁy,l_ p03,"family, clan | family, clan | (pl.) progeny"
מְרָרִי,getlex.php?coord=5100404421&word=3,mrry PN Personal name,,,,,,,,,,,mrry PN Personal name,
lywy,getlex.php?coord=5100404461&word=8,lywy A05,,,,,Levite,Levite,pl. det. : Leviticus,,,lywy,lywy A05,Levite | Levite | pl. det. : Leviticus
ywy,getlex.php?coord=5100404411&word=14,d_ p = d_ p --> dy p,,,,,abbreviation for the Tetragram,abbreviation for the Tetragram,,,,ywy,d_ p = d_ p --> dy p,abbreviation for the Tetragram | abbreviation for the Tetragram
mny,getlex.php?coord=5100404411&word=9,d_ c = d_ c --> dy c,,,,,"to count, to number","to count, to number","to count as, to reckon as","to recite, chant",,mny,d_ c = d_ c --> dy c,"to count, to number | to count, to number | to count as, to reckon as | to recite, chant"
zmn,getlex.php?coord=5100404411&word=8,zmn noun sg. emphatic,,,,,set time; instance,set time,instance,pl. abs. : sometimes,,zmn,zmn noun sg. emphatic,set time; instance | set time | instance | pl. abs. : sometimes
w_,getlex.php?coord=5100404411&word=11,w_ c,,,,,"and, also",,,,,w_,w_ c,"and, also"
(l,getlex.php?coord=5100404411&word=12,(l p01,,,,,upon; against; to,"upon, over, on to","against, over against","toward, to",,ˁl,(l p01,"upon; against; to | upon, over, on to | against, over against | toward, to"
מֹשַה,getlex.php?coord=5100404411&word=10,m$h PN Personal name,,,,,,,,,,,m$h PN Personal name,
m)mr,getlex.php?coord=5100404411&word=13,mymr noun sg. emphatic= mymr N --> m)mr N,,,,,speech,speech,word,", an attribute of the name of God as speaker to avoid anthropormorphism",,mˀmr,mymr noun sg. emphatic= mymr N --> m)mr N,"speech | speech | word | , an attribute of the name of God as speaker to avoid anthropormorphism"
b_,getlex.php?coord=5100404411&word=7,b_ p02,,,,,"in, with",in,with (instrumental),among,,b_,b_ p02,"in, with | in | with (instrumental) | among"
מֹשַה,getlex.php?coord=5100401541&word=7,m$h PN Personal name,,,,,,,,,,,m$h PN Personal name,
kn,getlex.php?coord=5100401541&word=8,kn a01,,,,,"thus, so","thus, so","then, after that (",,,kn,kn a01,"thus, so | thus, so | then, after that ("
,getlex.php?coord=5100401541&word=10,,,,,,,,,,,,,
br,getlex.php?coord=5100404411&word=3,br noun pl. construct,,,,,son,"son, child",member of the same cohort (,in compounds,,br,br noun pl. construct,"son | son, child | member of the same cohort ( | in compounds"
(bd,getlex.php?coord=5100401541&word=9,(bd verb G,,,,,to make,"to do, perform, act in a certain manner","to designate, make into",idiomatic expressions:,,ˁbd,(bd verb G,"to make | to do, perform, act in a certain manner | to designate, make into | idiomatic expressions:"
plḥ,getlex.php?coord=5100404411&word=6,d_ c = d_ c --> dy c,,,,,to work,to work,"to labor at (work, job), work for",to serve,,plḥ,d_ c = d_ c --> dy c,"to work | to work | to labor at (work, job), work for | to serve"
kl,getlex.php?coord=5100404411&word=5,kl noun sg. abs. or construct,,,,,"all, every",alone preceding a noun (technically the construct state!) :,as a postpositive with resumptive pronominal suffixes,emphatic state :,,kl,kl noun sg. abs. or construct,"all, every | alone preceding a noun (technically the construct state!) : | as a postpositive with resumptive pronominal suffixes | emphatic state :"
גֵרְשֹין,getlex.php?coord=5100404411&word=4,gr$yN PN Personal name,,,,,,,,,,,gr$yN PN Personal name,
yt,getlex.php?coord=5100401541&word=6,yt p01,,,,,accusative particle,accusative particle,as a demonstrative pronoun :,introducing indirect objects,,yt,yt p01,accusative particle | accusative particle | as a demonstrative pronoun : | introducing indirect objects
)lp,getlex.php?coord=5100404401&word=5,)lp n03,,,,,thousand,thousand,large tribal or military unit [Heb.;,,,ˀlp,)lp n03,thousand | thousand | large tribal or military unit [Heb.;
lywy,getlex.php?coord=5100401531&word=13,lywy A05,,,,,Levite,Levite,pl. det. : Leviticus,,,lywy,lywy A05,Levite | Levite | pl. det. : Leviticus
mškn,getlex.php?coord=5100401531&word=16,m$kn noun sg. emphatic,,,,,tent,tent,dwelling place (esp. of divinity),theatre stage,,mškn,m$kn noun sg. emphatic,tent | tent | dwelling place (esp. of divinity) | theatre stage
yt,getlex.php?coord=5100401531&word=14,yt p01,,,,,accusative particle,accusative particle,as a demonstrative pronoun :,introducing indirect objects,,yt,yt p01,accusative particle | accusative particle | as a demonstrative pronoun : | introducing indirect objects
w_,getlex.php?coord=5100401531&word=12,w_ c,,,,,"and, also","to watch, guard","to watch over, guard","to observe, to keep",,w_,w_ c,"and, also | to watch, guard | to watch over, guard | to observe, to keep"
ישׂראל,getlex.php?coord=5100401531&word=11,y&r)l PN Personal name,,,,,,,,,,,y&r)l PN Personal name,
shdw,getlex.php?coord=5100401531&word=17,d_ p = d_ p --> dy p,,,,,testimony,testimony,"pl. : covenantal obligations, commandments  = BH הָעֵדֹת",martyrdom,,shdw,d_ p = d_ p --> dy p,"testimony | testimony | pl. : covenantal obligations, commandments  = BH הָעֵדֹת | martyrdom"
mṭrh,getlex.php?coord=5100401531&word=15,mTrh noun sg. abs. or construct,,,,,"custody, care","custody, care",watch (as a time of night or day),observance,,mṭrh,mTrh noun sg. abs. or construct,"custody, care | custody, care | watch (as a time of night or day) | observance"
ישׂראל,getlex.php?coord=5100401541&word=2,y&r)l PN Personal name,,,,,,,,,,,y&r)l PN Personal name,
ywy,getlex.php?coord=5100401541&word=5,ywy d01,,,,,abbreviation for the Tetragram,abbreviation for the Tetragram,,,,ywy,ywy d01,abbreviation for the Tetragram | abbreviation for the Tetragram
,getlex.php?coord=5100401531&word=18,,,,,,,,,,,,,
tryn,getlex.php?coord=5100404401&word=4,tryn n01,,,,,two,two,,,,tryn,tryn n01,two | two
zr(y,getlex.php?coord=5100404401&word=2,l_ p03,,,,,"family, clan","family, clan",(pl.) progeny,,,zrˁy,l_ p03,"family, clan | family, clan | (pl.) progeny"
byt )b,getlex.php?coord=5100404401&word=3,l_ p03,,,,,extended family,"extended family, clan",father's house :,,,byt ˀb,l_ p03,"extended family | extended family, clan | father's house :"
w_,getlex.php?coord=5100404401&word=0,w_ c,,,,,"and, also","to be, to become",to be,"to endure, to exist",,w_,w_ c,"and, also | to be, to become | to be | to endure, to exist"
mnyn,getlex.php?coord=5100404401&word=1,mnyn noun pl. emphatic,,,,,"number, amount","number, amount","reckoning of an amount, counting",quorum,,mnyn,mnyn noun pl. emphatic,"number, amount | number, amount | reckoning of an amount, counting | quorum"
)ty,getlex.php?coord=5100404391&word=9,d_ c = d_ c --> dy c,,,,,"to come, arrive",to come,to occur; w.,: to befall,,ˀty,d_ c = d_ c --> dy c,"to come, arrive | to come | to occur; w. | : to befall"
b_,getlex.php?coord=5100404391&word=12,b_ p02,,,,,"in, with",in,with (instrumental),among,,b_,b_ p02,"in, with | in | with (instrumental) | among"
pwlḥn,getlex.php?coord=5100404391&word=11,l_ p03,,,,,work; worship,work,worship,cohort of workers,,pwlḥn,l_ p03,work; worship | work | worship | cohort of workers
zmn,getlex.php?coord=5100404391&word=13,zmn noun sg. emphatic,,,,,set time; instance,set time,instance,pl. abs. : sometimes,,zmn,zmn noun sg. emphatic,set time; instance | set time | instance | pl. abs. : sometimes
kl,getlex.php?coord=5100404391&word=8,kl noun sg. abs. or construct,,,,,"all, every",alone preceding a noun (technically the construct state!) :,as a postpositive with resumptive pronominal suffixes,emphatic state :,,kl,kl noun sg. abs. or construct,"all, every | alone preceding a noun (technically the construct state!) : | as a postpositive with resumptive pronominal suffixes | emphatic state :"
,getlex.php?coord=5100404391&word=14,,,,,,,,,,,,,
ḥyl,getlex.php?coord=5100404391&word=10,l_ p03,,,,,army; force,army,coll.: military unit/garrison and its members,"power, strength providing ability",,ḥyl,l_ p03,"army; force | army | coll.: military unit/garrison and its members | power, strength providing ability"
w_,getlex.php?coord=5100404391&word=4,w_ c,,,,,"and, also",until,"until, as far as",as conj.:,,w_,w_ c,"and, also | until | until, as far as | as conj.:"
br,getlex.php?coord=5100404391&word=5,br noun sg. abs. or construct,,,,,son,"son, child",member of the same cohort (,in compounds,,br,br noun sg. abs. or construct,"son | son, child | member of the same cohort ( | in compounds"
w_,getlex.php?coord=5100404391&word=3,w_ c,,,,,"and, also",above,above,upward,,w_,w_ c,"and, also | above | above | upward"
