text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,meaning_0,meaning_1,meaning_2,meaning_3,text_transformed,Lema,merged_lexicon,merged_meanings
gmr,"Masekhet: 71009, Page: 002, Side: 2, Line: 08, Word: 2",verb G,,,,,trans.,intrans.,,,גמר,gmr,verb peal,trans. | intrans.
lh;,"Masekhet: 71009, Page: 002, Side: 2, Line: 08, Word: 3",p02,,,,,"to, for",,,,לה;,l_,preposition with pronominal suffix,"to, for"
"""mlwlb""","Masekhet: 71009, Page: 002, Side: 2, Line: 08, Word: 4",No data,,,,,,,,,מלולב,None,No data,
gmr,"Masekhet: 71009, Page: 002, Side: 2, Line: 08, Word: 5",verb G,,,,,trans.,intrans.,,,גמר,gmr,verb peal,trans. | intrans.
lh;,"Masekhet: 71009, Page: 002, Side: 2, Line: 09, Word: 0",p02,,,,,"to, for",,,,לה;,l_,preposition with pronominal suffix,"to, for"
)w,"Masekhet: 71009, Page: 002, Side: 2, Line: 09, Word: 1",c,,,,,or,,,,או,)w,conjunction,or
"""mnyswK","Masekhet: 71009, Page: 002, Side: 2, Line: 09, Word: 2",No data,,,,,,,,,מניסוך,None,No data,
"hmyM""","Masekhet: 71009, Page: 002, Side: 2, Line: 09, Word: 3",No data,,,,,,,,,המים,None,No data,
gmr,"Masekhet: 71009, Page: 002, Side: 2, Line: 09, Word: 4",verb G,,,,,trans.,intrans.,,,גמר,gmr,verb peal,trans. | intrans.
lh;,"Masekhet: 71009, Page: 002, Side: 2, Line: 09, Word: 5",p02,,,,,"to, for",,,,לה;,l_,preposition with pronominal suffix,"to, for"
"""mlwlb""","Masekhet: 71009, Page: 002, Side: 2, Line: 09, Word: 6",No data,,,,,,,,,מלולב,None,No data,
)w,"Masekhet: 71009, Page: 002, Side: 2, Line: 10, Word: 0",c,,,,,or,,,,או,)w,conjunction,or
dlm',"Masekhet: 71009, Page: 002, Side: 2, Line: 10, Word: 1",c,,,,,"lest, perhaps",,,,דלמ',dylm),conjunction,"lest, perhaps"
"""mnyswK","Masekhet: 71009, Page: 002, Side: 2, Line: 10, Word: 2",No data,,,,,,,,,מניסוך,None,No data,
"hmyM""","Masekhet: 71009, Page: 002, Side: 2, Line: 10, Word: 3",No data,,,,,,,,,המים,None,No data,
gmr,"Masekhet: 71009, Page: 002, Side: 2, Line: 10, Word: 4",verb G,,,,,trans.,intrans.,,,גמר,gmr,verb peal,trans. | intrans.
lh;,"Masekhet: 71009, Page: 002, Side: 2, Line: 10, Word: 5",p02,,,,,"to, for",,,,לה;,l_,preposition with pronominal suffix,"to, for"
"""mh","Masekhet: 71009, Page: 002, Side: 2, Line: 10, Word: 6",No data,,,,,,,,,מה,None,No data,
nyswK,"Masekhet: 71009, Page: 002, Side: 2, Line: 10, Word: 7",No data,,,,,,,,,ניסוך,None,No data,
"hmyM""","Masekhet: 71009, Page: 002, Side: 2, Line: 10, Word: 8",No data,,,,,,,,,המים,None,No data,
m)wrt),"Masekhet: 71009, Page: 002, Side: 2, Line: 12, Word: 0",p,noun sg. emphatic,,,,from,nightfall,,,מאורתא,)wrt),preposition | noun sg. emphatic,from | nightfall
..;,"Masekhet: 71009, Page: 002, Side: 2, Line: 12, Word: 1",No data,,,,,,,,,;,None,No data,
""")P","Masekhet: 71009, Page: 002, Side: 2, Line: 13, Word: 0",No data,,,,,,,,,אף,None,No data,
"hzkrh""","Masekhet: 71009, Page: 002, Side: 2, Line: 13, Word: 1",No data,,,,,,,,,הזכרה,None,No data,
nmy,"Masekhet: 71009, Page: 002, Side: 2, Line: 13, Word: 2",a,,,,,also,,,,נמי,nmy,adverb,also
m)wrt);,"Masekhet: 71009, Page: 002, Side: 2, Line: 13, Word: 3",p,noun sg. emphatic,,,,from,nightfall,,,מאורתא;,)wrt),preposition | noun sg. emphatic,from | nightfall
)yk),"Masekhet: 71009, Page: 002, Side: 2, Line: 15, Word: 0",a,,,,,there is here,,,,איכא,)yk),adverb,there is here
d)mry;,"Masekhet: 71009, Page: 002, Side: 2, Line: 15, Word: 1",c,verb G,,,,to say,to command,to think,idiomatic and special usages:,דאמרי;,)mr,conjunction | verb peal,to say | to command | to think | idiomatic and special usages:
gmr),"Masekhet: 71009, Page: 002, Side: 2, Line: 15, Word: 2",noun sg. emphatic,,,,,completion; traditional study,,,,גמרא,gmr),noun sg. emphatic,completion; traditional study
gmyr,"Masekhet: 71009, Page: 002, Side: 2, Line: 15, Word: 3",verb G,,,,,trans.,intrans.,,,גמיר,gmr,verb peal,trans. | intrans.
lh;,"Masekhet: 71009, Page: 002, Side: 2, Line: 15, Word: 4",p02,,,,,"to, for",,,,לה;,l_,preposition with pronominal suffix,"to, for"
)yk),"Masekhet: 71009, Page: 002, Side: 2, Line: 16, Word: 0",a,,,,,there is here,,,,איכא,)yk),adverb,there is here
d)mry;,"Masekhet: 71009, Page: 002, Side: 2, Line: 16, Word: 1",c,verb G,,,,to say,to command,to think,idiomatic and special usages:,דאמרי;,)mr,conjunction | verb peal,to say | to command | to think | idiomatic and special usages:
mtnyt),"Masekhet: 71009, Page: 002, Side: 2, Line: 16, Word: 2",noun sg. emphatic,,,,,tannaitic tradition,,,,מתניתא,mtnyt),noun sg. emphatic,tannaitic tradition
$my(,"Masekhet: 71009, Page: 002, Side: 2, Line: 16, Word: 3",verb G,,,,,to hear (w. d.o. or,) something,to listen,,שמיע,$m(,verb peal,to hear (w. d.o. or | ) something | to listen
lh;,"Masekhet: 71009, Page: 002, Side: 2, Line: 16, Word: 4",p02,,,,,"to, for",,,,לה;,l_,preposition with pronominal suffix,"to, for"
$pyr,"Masekhet: 71009, Page: 002, Side: 2, Line: 37, Word: 0",A01,,,,,beautiful,,,,שפיר,$pyr,adjective singular absolute or construct,beautiful
q),"Masekhet: 71009, Page: 002, Side: 2, Line: 37, Word: 1",a,,,,,aspectual particle,,,,קא,q),adverb,aspectual particle
)m',"Masekhet: 71009, Page: 002, Side: 2, Line: 37, Word: 2",verb G,,,,,to say,to command,to think,idiomatic and special usages:,אמ',)mr,verb peal,to say | to command | to think | idiomatic and special usages:
lyh,"Masekhet: 71009, Page: 002, Side: 2, Line: 37, Word: 3",p,,,,,"to, for",,,,ליה,l_,preposition,"to, for"
r',"Masekhet: 71009, Page: 002, Side: 2, Line: 37, Word: 4",No data,,,,,,,,,ר',None,No data,
)ly(zr,"Masekhet: 71009, Page: 002, Side: 2, Line: 37, Word: 5",No data,,,,,,,,,אליעזר,None,No data,
lr',"Masekhet: 71009, Page: 002, Side: 2, Line: 37, Word: 6",p03,,,,,"to, for",,,,לר',l_,preposition proclitic,"to, for"
yhw$(;,"Masekhet: 71009, Page: 002, Side: 2, Line: 37, Word: 7",No data,,,,,,,,,יהושע;,None,No data,
wr',"Masekhet: 71009, Page: 002, Side: 2, Line: 37, Word: 8",c,,,,,"and, also",,,,ור',w_,conjunction,"and, also"
yhw$(,"Masekhet: 71009, Page: 002, Side: 2, Line: 37, Word: 9",No data,,,,,,,,,יהושע,None,No data,
)m',"Masekhet: 71009, Page: 002, Side: 2, Line: 37, Word: 10",verb G,,,,,to say,to command,to think,idiomatic and special usages:,אמ',)mr,verb peal,to say | to command | to think | idiomatic and special usages:
lK;,"Masekhet: 71009, Page: 002, Side: 2, Line: 37, Word: 11",p02,,,,,"to, for",,,,לך;,l_,preposition with pronominal suffix,"to, for"
b$lm',"Masekhet: 71009, Page: 002, Side: 2, Line: 38, Word: 0",a,,,,,it is all right,,,,בשלמ',b$lm),adverb,it is all right
"""txyt","Masekhet: 71009, Page: 002, Side: 2, Line: 38, Word: 1",No data,,,,,,,,,תחית,None,No data,
hmtyM,"Masekhet: 71009, Page: 002, Side: 2, Line: 38, Word: 2",No data,,,,,,,,,המתים,None,No data,
"mzkyr"";","Masekhet: 71009, Page: 002, Side: 2, Line: 38, Word: 3",No data,,,,,,,,,מזכיר;,None,No data,
dkl,"Masekhet: 71009, Page: 002, Side: 2, Line: 39, Word: 0",p,noun sg. abs. or construct,,,,"of, genitive particle","all, every",,,דכל,kl,preposition | noun sg. abs. or construct,"of, genitive particle | all, every"
ywm),"Masekhet: 71009, Page: 002, Side: 2, Line: 39, Word: 1",noun sg. emphatic,,,,,day,,,,יומא,ywm),noun sg. emphatic,day
zmnyh,"Masekhet: 71009, Page: 002, Side: 2, Line: 39, Word: 2",noun sg. emphatic,,,,,set time; instance,,,,זמניה,zymn),noun sg. emphatic,set time; instance
hw);,"Masekhet: 71009, Page: 002, Side: 2, Line: 39, Word: 3",P01,,,,,he,,,,הוא;,hw),preposition independent,he
)l),"Masekhet: 71009, Page: 002, Side: 2, Line: 39, Word: 4",c,,,,,but rather,,,,אלא,)l),conjunction,but rather
"""g$myM""","Masekhet: 71009, Page: 002, Side: 2, Line: 39, Word: 5",No data,,,,,,,,,גשמים,None,No data,
kl,"Masekhet: 71009, Page: 002, Side: 2, Line: 39, Word: 6",noun sg. abs. or construct,,,,,"all, every",,,,כל,kl,noun sg. abs. or construct,"all, every"
ywm),"Masekhet: 71009, Page: 002, Side: 2, Line: 39, Word: 7",noun sg. emphatic,,,,,day,,,,יומא,ywm),noun sg. emphatic,day
m)y,"Masekhet: 71009, Page: 002, Side: 2, Line: 39, Word: 8",P01,,,,,what,,,,מאי,m)y,preposition independent,what
hwy,"Masekhet: 71009, Page: 002, Side: 2, Line: 39, Word: 9",verb G,,,,,to be,"to endure, to exist","to come to pass, to happen",in idioms:,הוי,hwy,verb peal,"to be | to endure, to exist | to come to pass, to happen | in idioms:"
zmnyhw;,"Masekhet: 71009, Page: 002, Side: 2, Line: 40, Word: 0",noun sg. emphatic,,,,,set time; instance,,,,זמניהו;,zymn),noun sg. emphatic,set time; instance
m)y,"Masekhet: 71009, Page: 002, Side: 2, Line: 45, Word: 0",P01,,,,,what,,,,מאי,m)y,preposition independent,what
$n),"Masekhet: 71009, Page: 002, Side: 2, Line: 45, Word: 1",verb G,,,,,to be different,to go away,,,שנא,$ny,verb peal,to be different | to go away
"""b$ny""","Masekhet: 71009, Page: 002, Side: 2, Line: 45, Word: 2",No data,,,,,,,,,בשני,None,No data,
dnqT;,"Masekhet: 71009, Page: 002, Side: 2, Line: 45, Word: 3",c,verb G,,,,to hold,to seize,"to take, collect, gather",idiomatic expressions,דנקט;,nqT,conjunction | verb peal,"to hold | to seize | to take, collect, gather | idiomatic expressions"
dky,"Masekhet: 71009, Page: 002, Side: 2, Line: 45, Word: 4",c,c,,,,"who,which (relative)",when,,,דכי,ky,conjunction | conjunction,"who,which (relative) | when"
rmyzy,"Masekhet: 71009, Page: 002, Side: 2, Line: 45, Word: 5",verb G,,,,,"to indicate  (through a physical motion), signal","fig.: to hint, intimate, suggest through hints",,,רמיזי,rmz,verb peal,"to indicate  (through a physical motion), signal | fig.: to hint, intimate, suggest through hints"
my);,"Masekhet: 71009, Page: 002, Side: 2, Line: 45, Word: 6",noun pl. emphatic,,,,,water,,,,מיא;,my),noun pl. emphatic,water
"""b$ny""","Masekhet: 71009, Page: 002, Side: 2, Line: 45, Word: 7",No data,,,,,,,,,בשני,None,No data,
hw),"Masekhet: 71009, Page: 002, Side: 2, Line: 45, Word: 8",P01,,,,,he,,,,הוא,hw),preposition independent,he
drmyzy;,"Masekhet: 71009, Page: 002, Side: 2, Line: 45, Word: 9",c,verb G,,,,"to indicate  (through a physical motion), signal","fig.: to hint, intimate, suggest through hints",,,דרמיזי;,rmz,conjunction | verb peal,"to indicate  (through a physical motion), signal | fig.: to hint, intimate, suggest through hints"
"""hylkK""","Masekhet: 71009, Page: 002, Side: 2, Line: 45, Word: 10",No data,,,,,,,,,הילכך,None,No data,
"""b$ny""","Masekhet: 71009, Page: 002, Side: 2, Line: 46, Word: 0",No data,,,,,,,,,בשני,None,No data,
mdkrynN;,"Masekhet: 71009, Page: 002, Side: 2, Line: 46, Word: 1",verb C,,,,,to recall,to remind,,,מדכרינן;,dkr,verb (h)aphel,to recall | to remind
m)y,"Masekhet: 71009, Page: 002, Side: 2, Line: 46, Word: 2",P01,,,,,what,,,,מאי,m)y,preposition independent,what
T(myh,"Masekhet: 71009, Page: 002, Side: 2, Line: 46, Word: 3",noun sg. emphatic,,,,,taste; order,,,,טעמיה,T(m),noun sg. emphatic,taste; order
dr',"Masekhet: 71009, Page: 002, Side: 2, Line: 46, Word: 4",p,,,,,"of, genitive particle",,,,דר',d_,preposition,"of, genitive particle"
(qybh;,"Masekhet: 71009, Page: 002, Side: 2, Line: 46, Word: 5",No data,,,,,,,,,עקיבה;,None,No data,
d)m',"Masekhet: 71009, Page: 002, Side: 2, Line: 46, Word: 6",c,verb G,,,,to say,to command,to think,idiomatic and special usages:,דאמ',)mr,conjunction | verb peal,to say | to command | to think | idiomatic and special usages:
qr),"Masekhet: 71009, Page: 002, Side: 2, Line: 46, Word: 7",noun sg. emphatic,,,,,crying; reading,,,,קרא,qr),noun sg. emphatic,crying; reading
"""wnskyhM"";","Masekhet: 71009, Page: 002, Side: 2, Line: 46, Word: 8",No data,,,,,,,,,ונסכיהם;,None,No data,
)ym),"Masekhet: 71009, Page: 002, Side: 2, Line: 47, Word: 0",verb G,,,,,to say,to command,to think,idiomatic and special usages:,אימא,)mr,verb peal,to say | to command | to think | idiomatic and special usages:
trwyhw,"Masekhet: 71009, Page: 002, Side: 2, Line: 47, Word: 1",n02,,,,,two,,,,תרויהו,try,numeral singular determined,two
dxmr);,"Masekhet: 71009, Page: 002, Side: 2, Line: 47, Word: 2",p,noun sg. emphatic,,,,"of, genitive particle",wine,,,דחמרא;,xmr),preposition | noun sg. emphatic,"of, genitive particle | wine"
wnym),"Masekhet: 71009, Page: 003, Side: 1, Line: 01, Word: 0",c,verb G,,,,to say,to command,to think,idiomatic and special usages:,ונימא,)mr,conjunction | verb peal,to say | to command | to think | idiomatic and special usages:
kwtyh;,"Masekhet: 71009, Page: 003, Side: 1, Line: 02, Word: 0",p02,,,,,like,,,,כותיה;,kwwt,preposition with pronominal suffix,like
q),"Masekhet: 71009, Page: 003, Side: 1, Line: 02, Word: 1",a,,,,,aspectual particle,,,,קא,q),adverb,aspectual particle
sbr,"Masekhet: 71009, Page: 003, Side: 1, Line: 02, Word: 2",verb G,,,,,to have thoughts,idioms:,,,סבר,sbr,verb peal,to have thoughts | idioms:
"""nyswK""","Masekhet: 71009, Page: 003, Side: 1, Line: 02, Word: 3",No data,,,,,,,,,ניסוך,None,No data,
ytyr),"Masekhet: 71009, Page: 003, Side: 1, Line: 03, Word: 0",A02,,,,,"excessive, extra",,,,יתירא,ytyr,adjective singular determined,"excessive, extra"
ky,"Masekhet: 71009, Page: 003, Side: 1, Line: 03, Word: 1",p01,,,,,like,,,,כי,ky,preposition independent,like
ktyb,"Masekhet: 71009, Page: 003, Side: 1, Line: 03, Word: 2",verb G,,,,,to write,to draw,,,כתיב,ktb,verb peal,to write | to draw
"""b$$y""","Masekhet: 71009, Page: 003, Side: 1, Line: 03, Word: 3",No data,,,,,,,,,בששי,None,No data,
kty';,"Masekhet: 71009, Page: 003, Side: 1, Line: 03, Word: 4",verb G,,,,,to write,to draw,,,כתי';,ktb,verb peal,to write | to draw
)ym),"Masekhet: 71009, Page: 003, Side: 1, Line: 06, Word: 0",verb G,,,,,to say,to command,to think,idiomatic and special usages:,אימא,)mr,verb peal,to say | to command | to think | idiomatic and special usages:
trwyhw,"Masekhet: 71009, Page: 003, Side: 1, Line: 06, Word: 1",n02,,,,,two,,,,תרויהו,try,numeral singular determined,two
dxmr);,"Masekhet: 71009, Page: 003, Side: 1, Line: 06, Word: 2",p,noun sg. emphatic,,,,"of, genitive particle",wine,,,דחמרא;,xmr),preposition | noun sg. emphatic,"of, genitive particle | wine"
""")M","Masekhet: 71009, Page: 003, Side: 1, Line: 06, Word: 3",No data,,,,,,,,,אם,None,No data,
"kN""","Masekhet: 71009, Page: 003, Side: 1, Line: 06, Word: 4",No data,,,,,,,,,כן,None,No data,
nyktwb,"Masekhet: 71009, Page: 003, Side: 1, Line: 06, Word: 5",verb G,,,,,to write,to draw,,,ניכתוב,ktb,verb peal,to write | to draw
"""hsK","Masekhet: 71009, Page: 003, Side: 1, Line: 07, Word: 0",No data,,,,,,,,,הסך,None,No data,
)w,"Masekhet: 71009, Page: 003, Side: 1, Line: 07, Word: 1",No data,,,,,,,,,או,None,No data,
"nsK"";","Masekhet: 71009, Page: 003, Side: 1, Line: 07, Word: 2",No data,,,,,,,,,נסך;,None,No data,
m)y,"Masekhet: 71009, Page: 003, Side: 1, Line: 07, Word: 3",P01,,,,,what,,,,מאי,m)y,preposition independent,what
"""hsK","Masekhet: 71009, Page: 003, Side: 1, Line: 07, Word: 4",No data,,,,,,,,,הסך,None,No data,
"nsK"";","Masekhet: 71009, Page: 003, Side: 1, Line: 07, Word: 5",No data,,,,,,,,,נסך;,None,No data,
xd,"Masekhet: 71009, Page: 003, Side: 1, Line: 08, Word: 0",n01,,,,,one,,,,חד,xd,numeral singular absolute or construct,one
dxmr),"Masekhet: 71009, Page: 003, Side: 1, Line: 08, Word: 1",p,noun sg. emphatic,,,,"of, genitive particle",wine,,,דחמרא,xmr),preposition | noun sg. emphatic,"of, genitive particle | wine"
wxd,"Masekhet: 71009, Page: 003, Side: 1, Line: 08, Word: 2",c,n01,,,,"and, also",one,,,וחד,xd,conjunction | numeral singular absolute or construct,"and, also | one"
dmy);,"Masekhet: 71009, Page: 003, Side: 1, Line: 08, Word: 3",p,noun pl. emphatic,,,,"of, genitive particle",water,,,דמיא;,my),preposition | noun pl. emphatic,"of, genitive particle | water"
mny;,"Masekhet: 71009, Page: 003, Side: 1, Line: 09, Word: 0",P01,,,,,who?,,,,מני;,mny,preposition independent,who?
)y,"Masekhet: 71009, Page: 003, Side: 1, Line: 09, Word: 1",c,,,,,"if, whether",,,,אי,)y,conjunction,"if, whether"
r',"Masekhet: 71009, Page: 003, Side: 1, Line: 09, Word: 2",No data,,,,,,,,,ר',None,No data,
yhwdh,"Masekhet: 71009, Page: 003, Side: 1, Line: 09, Word: 3",No data,,,,,,,,,יהודה,None,No data,
bN,"Masekhet: 71009, Page: 003, Side: 1, Line: 09, Word: 4",No data,,,,,,,,,בן,None,No data,
btyr);,"Masekhet: 71009, Page: 003, Side: 1, Line: 09, Word: 5",No data,,,,,,,,,בתירא;,None,No data,
)y,"Masekhet: 71009, Page: 003, Side: 1, Line: 10, Word: 0",c,,,,,"if, whether",,,,אי,)y,conjunction,"if, whether"
r',"Masekhet: 71009, Page: 003, Side: 1, Line: 10, Word: 1",No data,,,,,,,,,ר',None,No data,
(qybh;,"Masekhet: 71009, Page: 003, Side: 1, Line: 10, Word: 2",No data,,,,,,,,,עקיבה;,None,No data,
try,"Masekhet: 71009, Page: 003, Side: 1, Line: 10, Word: 3",n02,,,,,two,,,,תרי,try,numeral singular determined,two
ywmy,"Masekhet: 71009, Page: 003, Side: 1, Line: 10, Word: 4",noun pl. emphatic,,,,,day,,,,יומי,ywm),noun pl. emphatic,day
hw);,"Masekhet: 71009, Page: 003, Side: 1, Line: 10, Word: 5",P01,,,,,he,,,,הוא;,hw),preposition independent,he
$yt),"Masekhet: 71009, Page: 003, Side: 1, Line: 11, Word: 0",n02,,,,,six,,,,שיתא,$yt),numeral singular determined,six
ywmy,"Masekhet: 71009, Page: 003, Side: 1, Line: 11, Word: 1",noun pl. emphatic,,,,,day,,,,יומי,ywm),noun pl. emphatic,day
hw);,"Masekhet: 71009, Page: 003, Side: 1, Line: 11, Word: 2",P01,,,,,he,,,,הוא;,hw),preposition independent,he
mpyq,"Masekhet: 71009, Page: 003, Side: 1, Line: 13, Word: 0",verb C,,,,,"to bring forth, produce","to remove, expel",to expend,to produce a text,מפיק,npq,verb (h)aphel,"to bring forth, produce | to remove, expel | to expend | to produce a text"
"""r)$wN""","Masekhet: 71009, Page: 003, Side: 1, Line: 13, Word: 1",No data,,,,,,,,,ראשון,None,No data,
wm(yyl,"Masekhet: 71009, Page: 003, Side: 1, Line: 14, Word: 0",c,verb D,,,,to bring in,to pretend,to ripen,to marry off (woman),ומעייל,(ll,conjunction | verb pael,to bring in | to pretend | to ripen | to marry off (woman)
"""$myny"";","Masekhet: 71009, Page: 003, Side: 1, Line: 14, Word: 1",No data,,,,,,,,,שמיני;,None,No data,
m)y,"Masekhet: 71009, Page: 003, Side: 1, Line: 14, Word: 2",P01,,,,,what,,,,מאי,m)y,preposition independent,what
$n),"Masekhet: 71009, Page: 003, Side: 1, Line: 14, Word: 3",verb G,,,,,to be different,to go away,,,שנא,$ny,verb peal,to be different | to go away
"""r)$wN""","Masekhet: 71009, Page: 003, Side: 1, Line: 14, Word: 4",No data,,,,,,,,,ראשון,None,No data,
dl);,"Masekhet: 71009, Page: 003, Side: 1, Line: 14, Word: 5",c,a,,,,"who,which (relative)","no, not",,,דלא;,l),conjunction | adverb,"who,which (relative) | no, not"
dky,"Masekhet: 71009, Page: 003, Side: 1, Line: 14, Word: 6",c,c,,,,"who,which (relative)",when,,,דכי,ky,conjunction | conjunction,"who,which (relative) | when"
rmyzy,"Masekhet: 71009, Page: 003, Side: 1, Line: 15, Word: 0",verb G,,,,,"to indicate  (through a physical motion), signal","fig.: to hint, intimate, suggest through hints",,,רמיזי,rmz,verb peal,"to indicate  (through a physical motion), signal | fig.: to hint, intimate, suggest through hints"
my),"Masekhet: 71009, Page: 003, Side: 1, Line: 15, Word: 1",noun pl. emphatic,,,,,water,,,,מיא,my),noun pl. emphatic,water
"""b$ny""","Masekhet: 71009, Page: 003, Side: 1, Line: 15, Word: 2",No data,,,,,,,,,בשני,None,No data,
hw),"Masekhet: 71009, Page: 003, Side: 1, Line: 15, Word: 3",P01,,,,,he,,,,הוא,hw),preposition independent,he
drmyzy;,"Masekhet: 71009, Page: 003, Side: 1, Line: 15, Word: 4",c,verb G,,,,"to indicate  (through a physical motion), signal","fig.: to hint, intimate, suggest through hints",,,דרמיזי;,rmz,conjunction | verb peal,"to indicate  (through a physical motion), signal | fig.: to hint, intimate, suggest through hints"
wl),"Masekhet: 71009, Page: 003, Side: 1, Line: 15, Word: 5",c,a,,,,"and, also","no, not",,,ולא,l),conjunction | adverb,"and, also | no, not"
"""b$myny"";","Masekhet: 71009, Page: 003, Side: 1, Line: 15, Word: 6",No data,,,,,,,,,בשמיני;,None,No data,
nmy,"Masekhet: 71009, Page: 003, Side: 1, Line: 16, Word: 0",a,,,,,also,,,,נמי,nmy,adverb,also
"""$by(y""","Masekhet: 71009, Page: 003, Side: 1, Line: 16, Word: 1",No data,,,,,,,,,שביעי,None,No data,
)m',"Masekhet: 71009, Page: 003, Side: 1, Line: 16, Word: 2",verb G,,,,,to say,to command,to think,idiomatic and special usages:,אמ',)mr,verb peal,to say | to command | to think | idiomatic and special usages:
rxm',"Masekhet: 71009, Page: 003, Side: 1, Line: 16, Word: 3",noun sg. emphatic,,,,,merciful,,,,רחמ',rxmn),noun sg. emphatic,merciful
wl),"Masekhet: 71009, Page: 003, Side: 1, Line: 16, Word: 4",c,a,,,,"and, also","no, not",,,ולא,l),conjunction | adverb,"and, also | no, not"
"""$myny"";","Masekhet: 71009, Page: 003, Side: 1, Line: 16, Word: 5",No data,,,,,,,,,שמיני;,None,No data,
zmnyN,"Masekhet: 71009, Page: 003, Side: 1, Line: 34, Word: 0",noun pl. absolute,,,,,set time; instance,,,,זמנין,zymn),noun pl. absolute,set time; instance
q)ry,"Masekhet: 71009, Page: 003, Side: 1, Line: 34, Word: 1",verb G,,,,,to call,to read,to cry out,"to proclaim, to declare",קארי,qry,verb peal,"to call | to read | to cry out | to proclaim, to declare"
lyh,"Masekhet: 71009, Page: 003, Side: 1, Line: 34, Word: 2",p02,,,,,"to, for",,,,ליה,l_,preposition with pronominal suffix,"to, for"
b$myh,"Masekhet: 71009, Page: 003, Side: 1, Line: 34, Word: 3",p02,,,,,"in, with",,,,בשמיה,b_,preposition with pronominal suffix,"in, with"
dydyh;,"Masekhet: 71009, Page: 003, Side: 1, Line: 34, Word: 4",P02,,,,,possessive particle,,,,דידיה;,dyd_,preposition with pronominal suffix,possessive particle
zmnyN,"Masekhet: 71009, Page: 003, Side: 1, Line: 34, Word: 5",noun pl. absolute,,,,,set time; instance,,,,זמנין,zymn),noun pl. absolute,set time; instance
q)ry,"Masekhet: 71009, Page: 003, Side: 1, Line: 34, Word: 6",verb G,,,,,to call,to read,to cry out,"to proclaim, to declare",קארי,qry,verb peal,"to call | to read | to cry out | to proclaim, to declare"
lyh,"Masekhet: 71009, Page: 003, Side: 1, Line: 34, Word: 7",p02,,,,,"to, for",,,,ליה,l_,preposition with pronominal suffix,"to, for"
b$m),"Masekhet: 71009, Page: 003, Side: 1, Line: 35, Word: 0",p02,noun sg. emphatic,,,,"in, with",name,,,בשמא,$m),preposition with pronominal suffix | noun sg. emphatic,"in, with | name"
d)bwh;,"Masekhet: 71009, Page: 003, Side: 1, Line: 35, Word: 1",p,noun sg. emphatic,,,,"of, genitive particle",father,,,דאבוה;,)b),preposition | noun sg. emphatic,"of, genitive particle | father"
m)y,"Masekhet: 71009, Page: 003, Side: 1, Line: 35, Word: 2",P01,,,,,what,,,,מאי,m)y,preposition independent,what
$n);,"Masekhet: 71009, Page: 003, Side: 1, Line: 35, Word: 3",verb G,,,,,to be different,to go away,,,שנא;,$ny,verb peal,to be different | to go away
