text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,meaning_0,meaning_1,meaning_2,meaning_3,text_transformed,Lema,merged_lexicon,merged_meanings
lytny,"Masekhet: 71015, Page: 002, Side: 2, Line: 05, Word: 2",verb G,,,,,to repeat,"to narrate, recite",to sift flour [< Rabbinic Hebrew],,ליתני,tny,verb peal,"to repeat | to narrate, recite | to sift flour [< Rabbinic Hebrew]"
"""$bw(wt""","Masekhet: 71015, Page: 002, Side: 2, Line: 05, Word: 3",No data,,,,,,,,,שבועות,None,No data,
btr,"Masekhet: 71015, Page: 002, Side: 2, Line: 05, Word: 4",p01,,,,,after,,,,בתר,btr,preposition independent,after
"""ndryM"";","Masekhet: 71015, Page: 002, Side: 2, Line: 05, Word: 5",No data,,,,,,,,,נדרים;,None,No data,
)ydy,"Masekhet: 71015, Page: 002, Side: 2, Line: 06, Word: 0",c,,,,,"because, since",,,,אידי,)yydy,conjunction,"because, since"
dtn),"Masekhet: 71015, Page: 002, Side: 2, Line: 06, Word: 1",c,verb G,,,,to repeat,"to narrate, recite",to sift flour [< Rabbinic Hebrew],,דתנא,tny,conjunction | verb peal,"to repeat | to narrate, recite | to sift flour [< Rabbinic Hebrew]"
"""ndryM""","Masekhet: 71015, Page: 002, Side: 2, Line: 06, Word: 2",No data,,,,,,,,,נדרים,None,No data,
dmytsr,"Masekhet: 71015, Page: 002, Side: 2, Line: 06, Word: 3",c,verb Gt,,,,to be bound,"to be prohibited, forbidden",,,דמיתסר,)sr,conjunction | verb ethpeel,"to be bound | to be prohibited, forbidden"
xpc),"Masekhet: 71015, Page: 002, Side: 2, Line: 06, Word: 4",noun sg. emphatic,,,,,desire; object,,,,חפצא,xpc),noun sg. emphatic,desire; object
(lyh;,"Masekhet: 71015, Page: 002, Side: 2, Line: 06, Word: 5",p02,,,,,upon; against; to,,,,עליה;,(l,preposition with pronominal suffix,upon; against; to
tn),"Masekhet: 71015, Page: 002, Side: 2, Line: 06, Word: 6",noun sg. emphatic,,,,,tanna,,,,תנא,tn),noun sg. emphatic,tanna
"""xrmyM""","Masekhet: 71015, Page: 002, Side: 2, Line: 07, Word: 0",No data,,,,,,,,,חרמים,None,No data,
myd(M,"Masekhet: 71015, Page: 002, Side: 2, Line: 07, Word: 1",P,,,,,something,,,,מידעם,myd(m,P,something
dmytsr,"Masekhet: 71015, Page: 002, Side: 2, Line: 07, Word: 2",c,verb Gt,,,,to be bound,"to be prohibited, forbidden",,,דמיתסר,)sr,conjunction | verb ethpeel,"to be bound | to be prohibited, forbidden"
xpc),"Masekhet: 71015, Page: 002, Side: 2, Line: 07, Word: 3",noun sg. emphatic,,,,,desire; object,,,,חפצא,xpc),noun sg. emphatic,desire; object
(lyh;,"Masekhet: 71015, Page: 002, Side: 2, Line: 07, Word: 4",p02,,,,,upon; against; to,,,,עליה;,(l,preposition with pronominal suffix,upon; against; to
l)pwqy,"Masekhet: 71015, Page: 002, Side: 2, Line: 07, Word: 5",p02,verb C,,,,"to bring forth, produce","to remove, expel",to expend,to produce a text,לאפוקי,npq,preposition with pronominal suffix | verb (h)aphel,"to bring forth, produce | to remove, expel | to expend | to produce a text"
"""$bw(h""","Masekhet: 71015, Page: 002, Side: 2, Line: 08, Word: 0",No data,,,,,,,,,שבועה,None,No data,
dq),"Masekhet: 71015, Page: 002, Side: 2, Line: 08, Word: 1",c,a,,,,"who,which (relative)",aspectual particle,,,דקא,q),conjunction | adverb,"who,which (relative) | aspectual particle"
)sr,"Masekhet: 71015, Page: 002, Side: 2, Line: 08, Word: 2",verb G,,,,,to bind,to prohibit,"to bewitch, to cast a spell (also",to vow,אסר,)sr,verb peal,"to bind | to prohibit | to bewitch, to cast a spell (also | to vow"
np$yh,"Masekhet: 71015, Page: 002, Side: 2, Line: 08, Word: 3",noun sg. emphatic,,,,,soul; life; self,,,,נפשיה,np$),noun sg. emphatic,soul; life; self
mN,"Masekhet: 71015, Page: 002, Side: 2, Line: 08, Word: 4",p01,,,,,from,,,,מן,mn,preposition independent,from
xypc);,"Masekhet: 71015, Page: 002, Side: 2, Line: 08, Word: 5",noun sg. emphatic,,,,,desire; object,,,,חיפצא;,xpc),noun sg. emphatic,desire; object
ptx,"Masekhet: 71015, Page: 002, Side: 2, Line: 08, Word: 6",verb G,,,,,to open,"fig.: to explain, solve",to begin (especially a speech or text),to issue a summons,פתח,ptx,verb peal,"to open | fig.: to explain, solve | to begin (especially a speech or text) | to issue a summons"
"""bkynwyyN","Masekhet: 71015, Page: 002, Side: 2, Line: 08, Word: 7",No data,,,,,,,,,בכינויין,None,No data,
wmpr$,"Masekhet: 71015, Page: 002, Side: 2, Line: 09, Word: 0",c,verb D,,,,to separate,"to distinguish, make distinct","to specify clearly, state","to explain, interpret",ומפרש,pr$,conjunction | verb pael,"to separate | to distinguish, make distinct | to specify clearly, state | to explain, interpret"
"""ydwt","Masekhet: 71015, Page: 002, Side: 2, Line: 09, Word: 1",No data,,,,,,,,,ידות,None,No data,
wtw,"Masekhet: 71015, Page: 002, Side: 2, Line: 10, Word: 0",c,X,,,,"and, also",again,,,ותו,tw,conjunction | X,"and, also | again"
"""ydwt""","Masekhet: 71015, Page: 002, Side: 2, Line: 10, Word: 1",No data,,,,,,,,,ידות,None,No data,
)yny$,"Masekhet: 71015, Page: 002, Side: 2, Line: 10, Word: 2",noun sg. abs. or construct,,,,,"person, someone",,,,איניש,)yny$,noun sg. abs. or construct,"person, someone"
)yyry,"Masekhet: 71015, Page: 002, Side: 2, Line: 10, Word: 3",verb Dt,,,,,to be specified,,,,איירי,)ry,verb ethpaal,to be specified
bhwN;,"Masekhet: 71015, Page: 002, Side: 2, Line: 10, Word: 4",p02,,,,,"in, with",,,,בהון;,b_,preposition with pronominal suffix,"in, with"
xswry,"Masekhet: 71015, Page: 002, Side: 2, Line: 11, Word: 0",verb D,,,,,to make to lack,to harm,,,חסורי,xsr,verb pael,to make to lack | to harm
mxsr),"Masekhet: 71015, Page: 002, Side: 2, Line: 11, Word: 1",verb D,,,,,to make to lack,to harm,,,מחסרא,xsr,verb pael,to make to lack | to harm
whky,"Masekhet: 71015, Page: 002, Side: 2, Line: 11, Word: 2",c,X,,,,"and, also","so, thus",,,והכי,hky,conjunction | X,"and, also | so, thus"
q),"Masekhet: 71015, Page: 002, Side: 2, Line: 11, Word: 3",a,,,,,aspectual particle,,,,קא,q),adverb,aspectual particle
tny,"Masekhet: 71015, Page: 002, Side: 2, Line: 11, Word: 4",verb G,,,,,to repeat,"to narrate, recite",to sift flour [< Rabbinic Hebrew],,תני,tny,verb peal,"to repeat | to narrate, recite | to sift flour [< Rabbinic Hebrew]"
"""kl","Masekhet: 71015, Page: 002, Side: 2, Line: 11, Word: 5",No data,,,,,,,,,כל,None,No data,
kynwyy,"Masekhet: 71015, Page: 002, Side: 2, Line: 11, Word: 6",No data,,,,,,,,,כינויי,None,No data,
"ndryM""","Masekhet: 71015, Page: 002, Side: 2, Line: 11, Word: 7",No data,,,,,,,,,נדרים,None,No data,
"""kndryM","Masekhet: 71015, Page: 002, Side: 2, Line: 12, Word: 0",No data,,,,,,,,,כנדרים,None,No data,
wydwt,"Masekhet: 71015, Page: 002, Side: 2, Line: 12, Word: 1",No data,,,,,,,,,וידות,None,No data,
wlypr{w}<y>$,"Masekhet: 71015, Page: 002, Side: 2, Line: 12, Word: 3",c,verb D,,,,to separate,"to distinguish, make distinct","to specify clearly, state","to explain, interpret",וליפריש,pr$,conjunction | verb pael,"to separate | to distinguish, make distinct | to specify clearly, state | to explain, interpret"
"""kynwyyN""","Masekhet: 71015, Page: 002, Side: 2, Line: 12, Word: 4",No data,,,,,,,,,כינויין,None,No data,
bry$);,"Masekhet: 71015, Page: 002, Side: 2, Line: 13, Word: 0",a02,,,,,"at the head, first",,,,ברישא;,bry$),a02,"at the head, first"
hhw),"Masekhet: 71015, Page: 002, Side: 2, Line: 13, Word: 1",P01,,,,,that one (m.),,,,ההוא,hhw),preposition independent,that one (m.)
dslyq,"Masekhet: 71015, Page: 002, Side: 2, Line: 13, Word: 2",c,verb G,,,,to go up,to result,to travel,idioms:,דסליק,slq,conjunction | verb peal,to go up | to result | to travel | idioms:
mynh,"Masekhet: 71015, Page: 002, Side: 2, Line: 13, Word: 3",p02,,,,,from,,,,מינה,mn,preposition with pronominal suffix,from
hhy),"Masekhet: 71015, Page: 002, Side: 2, Line: 13, Word: 4",P01,,,,,that one (f.),,,,ההיא,hhy),preposition independent,that one (f.)
mpry$,"Masekhet: 71015, Page: 002, Side: 2, Line: 13, Word: 5",verb D,,,,,to separate,"to distinguish, make distinct","to specify clearly, state","to explain, interpret",מפריש,pr$,verb pael,"to separate | to distinguish, make distinct | to specify clearly, state | to explain, interpret"
bry$);,"Masekhet: 71015, Page: 002, Side: 2, Line: 14, Word: 0",a,,,,,"at the head, first",,,,ברישא;,bry$),adverb,"at the head, first"
wkl hyk),"Masekhet: 71015, Page: 002, Side: 2, Line: 17, Word: 0",c,X,,,,"and, also",where,,,וכל היכא,kl@hyk),conjunction | X,"and, also | where"
dptx,"Masekhet: 71015, Page: 002, Side: 2, Line: 18, Word: 0",c,verb G,,,,to open,"fig.: to explain, solve",to begin (especially a speech or text),to issue a summons,דפתח,ptx,conjunction | verb peal,"to open | fig.: to explain, solve | to begin (especially a speech or text) | to issue a summons"
bh,"Masekhet: 71015, Page: 002, Side: 2, Line: 18, Word: 1",p02,,,,,"in, with",,,,בה,b_,preposition with pronominal suffix,"in, with"
l),"Masekhet: 71015, Page: 002, Side: 2, Line: 18, Word: 2",a,,,,,"no, not",,,,לא,l),adverb,"no, not"
mpry$,"Masekhet: 71015, Page: 002, Side: 2, Line: 18, Word: 3",verb D,,,,,to separate,"to distinguish, make distinct","to specify clearly, state","to explain, interpret",מפריש,pr$,verb pael,"to separate | to distinguish, make distinct | to specify clearly, state | to explain, interpret"
lh,"Masekhet: 71015, Page: 002, Side: 2, Line: 18, Word: 4",p02,,,,,"to, for",,,,לה,l_,preposition with pronominal suffix,"to, for"
bry$);,"Masekhet: 71015, Page: 002, Side: 2, Line: 18, Word: 5",a,,,,,"at the head, first",,,,ברישא;,bry$),adverb,"at the head, first"
hlyN,"Masekhet: 71015, Page: 002, Side: 2, Line: 28, Word: 0",P,,,,,these,,,,הלין,hlyn,P,these
m$wM,"Masekhet: 71015, Page: 002, Side: 2, Line: 28, Word: 1",c,,,,,"because, since",,,,משום,m$wm,conjunction,"because, since"
d)wy$),"Masekhet: 71015, Page: 002, Side: 2, Line: 28, Word: 2",c,V,,,,,,,,דאוישא,)w$,conjunction | V,
lyh,"Masekhet: 71015, Page: 002, Side: 2, Line: 28, Word: 3",p02,,,,,"to, for",,,,ליה,l_,preposition with pronominal suffix,"to, for"
mpr?y?$,"Masekhet: 71015, Page: 002, Side: 2, Line: 28, Word: 4",verb D,,,,,to separate,"to distinguish, make distinct","to specify clearly, state","to explain, interpret",מפריש,pr$,verb pael,"to separate | to distinguish, make distinct | to specify clearly, state | to explain, interpret"
hhy),"Masekhet: 71015, Page: 002, Side: 2, Line: 28, Word: 5",P01,,,,,that one (f.),,,,ההיא,hhy),preposition independent,that one (f.)
dptx,"Masekhet: 71015, Page: 002, Side: 2, Line: 29, Word: 0",c,verb G,,,,to open,"fig.: to explain, solve",to begin (especially a speech or text),to issue a summons,דפתח,ptx,conjunction | verb peal,"to open | fig.: to explain, solve | to begin (especially a speech or text) | to issue a summons"
<bh,"Masekhet: 71015, Page: 002, Side: 2, Line: 29, Word: 1",p02,,,,,"in, with",,,,בה,b_,preposition with pronominal suffix,"in, with"
bry$#10#>);,"Masekhet: 71015, Page: 002, Side: 2, Line: 29, Word: 2",a,,,,,"at the head, first",,,,ברישא;,bry$),adverb,"at the head, first"
w?h?),"Masekhet: 71015, Page: 002, Side: 2, Line: 29, Word: 3",c,I,,,,"and, also",here! look!,,,והא,h),conjunction | interjection,"and, also | here! look!"
dl),"Masekhet: 71015, Page: 002, Side: 2, Line: 30, Word: 0",c,a,,,,"who,which (relative)","no, not",,,דלא,l),conjunction | adverb,"who,which (relative) | no, not"
)wy$),"Masekhet: 71015, Page: 002, Side: 2, Line: 30, Word: 1",V,,,,,,,,,אוישא,)w$,V,
lyh;,"Masekhet: 71015, Page: 002, Side: 2, Line: 30, Word: 2",p02,,,,,"to, for",,,,ליה;,l_,preposition with pronominal suffix,"to, for"
wq)tny,"Masekhet: 71015, Page: 002, Side: 2, Line: 30, Word: 3",c,verb G,,,,to repeat,"to narrate, recite",to sift flour [< Rabbinic Hebrew],,וקאתני,tny,conjunction | verb peal,"to repeat | to narrate, recite | to sift flour [< Rabbinic Hebrew]"
br?y$?<),"Masekhet: 71015, Page: 002, Side: 2, Line: 30, Word: 4",a,,,,,"at the head, first",,,,ברישא,bry$),adverb,"at the head, first"
"""ywc)","Masekhet: 71015, Page: 002, Side: 2, Line: 30, Word: 5",No data,,,,,,,,,יוצא,None,No data,
"gml""#10#>","Masekhet: 71015, Page: 002, Side: 2, Line: 30, Word: 6",No data,,,,,,,,,גמל,None,No data,
"""b)psr"";","Masekhet: 71015, Page: 002, Side: 2, Line: 30, Word: 7",No data,,,,,,,,,באפסר;,None,No data,
)l),"Masekhet: 71015, Page: 003, Side: 1, Line: 01, Word: 0",c,,,,,but rather,,,,אלא,)l),conjunction,but rather
l)w,"Masekhet: 71015, Page: 003, Side: 1, Line: 01, Word: 1",a,,,,,"not, it is not",,,,לאו,l)w,adverb,"not, it is not"
dwq);,"Masekhet: 71015, Page: 003, Side: 1, Line: 01, Word: 2",noun sg. emphatic,,,,,observation; implication,,,,דוקא;,dwq),noun sg. emphatic,observation; implication
zymnyN,"Masekhet: 71015, Page: 003, Side: 1, Line: 01, Word: 3",noun pl. absolute,,,,,set time; instance,,,,זימנין,zymn),noun pl. absolute,set time; instance
mpry$,"Masekhet: 71015, Page: 003, Side: 1, Line: 01, Word: 4",verb D,,,,,to separate,"to distinguish, make distinct","to specify clearly, state","to explain, interpret",מפריש,pr$,verb pael,"to separate | to distinguish, make distinct | to specify clearly, state | to explain, interpret"
hhw),"Masekhet: 71015, Page: 003, Side: 1, Line: 01, Word: 5",P01,,,,,that one (m.),,,,ההוא,hhw),preposition independent,that one (m.)
dptx,"Masekhet: 71015, Page: 003, Side: 1, Line: 01, Word: 6",c,verb G,,,,to open,"fig.: to explain, solve",to begin (especially a speech or text),to issue a summons,דפתח,ptx,conjunction | verb peal,"to open | fig.: to explain, solve | to begin (especially a speech or text) | to issue a summons"
bh,"Masekhet: 71015, Page: 003, Side: 1, Line: 01, Word: 7",p02,,,,,"in, with",,,,בה,b_,preposition with pronominal suffix,"in, with"
?b?ry$);,"Masekhet: 71015, Page: 003, Side: 1, Line: 02, Word: 0",a,,,,,"at the head, first",,,,ברישא;,bry$),adverb,"at the head, first"
wzymnyN,"Masekhet: 71015, Page: 003, Side: 1, Line: 02, Word: 1",c,noun pl. absolute,,,,"and, also",set time; instance,,,וזימנין,zymn),conjunction | noun pl. absolute,"and, also | set time; instance"
mp?r?<$,"Masekhet: 71015, Page: 003, Side: 1, Line: 02, Word: 2",verb D,,,,,to separate,"to distinguish, make distinct","to specify clearly, state","to explain, interpret",מפרש,pr$,verb pael,"to separate | to distinguish, make distinct | to specify clearly, state | to explain, interpret"
hhy),"Masekhet: 71015, Page: 003, Side: 1, Line: 02, Word: 3",P01,,,,,that one (f.),,,,ההיא,hhy),preposition independent,that one (f.)
?ds?10>lyq,"Masekhet: 71015, Page: 003, Side: 1, Line: 02, Word: 4",c,verb G,,,,to go up,to result,to travel,idioms:,דס10ליק,slq,conjunction | verb peal,to go up | to result | to travel | idioms:
mynh,"Masekhet: 71015, Page: 003, Side: 1, Line: 02, Word: 5",p02,,,,,from,,,,מינה,mn,preposition with pronominal suffix,from
bry$);,"Masekhet: 71015, Page: 003, Side: 1, Line: 02, Word: 6",a,,,,,"at the head, first",,,,ברישא;,bry$),adverb,"at the head, first"
)yb',"Masekhet: 71015, Page: 003, Side: 1, Line: 03, Word: 0",verb G,,,,,"to seek, look for",to ask a question,"to wish for something, want, request",to require,איב',b(y,verb peal,"to seek, look for | to ask a question | to wish for something, want, request | to require"
)ym';,"Masekhet: 71015, Page: 003, Side: 1, Line: 03, Word: 1",verb G,,,,,to say,to command,to think,idiomatic and special usages:,אימ';,)mr,verb peal,to say | to command | to think | idiomatic and special usages:
"""ydwt""","Masekhet: 71015, Page: 003, Side: 1, Line: 03, Word: 2",No data,,,,,,,,,ידות,None,No data,
)ydy,"Masekhet: 71015, Page: 003, Side: 1, Line: 03, Word: 3",c,,,,,"because, since",,,,אידי,)yydy,conjunction,"because, since"
d)tyyN,"Masekhet: 71015, Page: 003, Side: 1, Line: 03, Word: 4",c,verb G,,,,to come,to occur; w.,: to befall,to be fitting,דאתיין,)ty,conjunction | verb peal,to come | to occur; w. | : to befall | to be fitting
lyh,"Masekhet: 71015, Page: 003, Side: 1, Line: 03, Word: 5",p02,,,,,"to, for",,,,ליה,l_,preposition with pronominal suffix,"to, for"
mdr$);,"Masekhet: 71015, Page: 003, Side: 1, Line: 03, Word: 6",noun sg. emphatic,,,,,homiletical interpretation,,,,מדרשא;,dr$),noun sg. emphatic,homiletical interpretation
mpry$,"Masekhet: 71015, Page: 003, Side: 1, Line: 04, Word: 0",verb D,,,,,to separate,"to distinguish, make distinct","to specify clearly, state","to explain, interpret",מפריש,pr$,verb pael,"to separate | to distinguish, make distinct | to specify clearly, state | to explain, interpret"
lhwN,"Masekhet: 71015, Page: 003, Side: 1, Line: 04, Word: 1",p02,,,,,"to, for",,,,להון,l_,preposition with pronominal suffix,"to, for"
bry$);,"Masekhet: 71015, Page: 003, Side: 1, Line: 04, Word: 2",a,,,,,"at the head, first",,,,ברישא;,bry$),adverb,"at the head, first"
wlyptx,"Masekhet: 71015, Page: 003, Side: 1, Line: 04, Word: 3",c,verb G,,,,to open,"fig.: to explain, solve",to begin (especially a speech or text),to issue a summons,וליפתח,ptx,conjunction | verb peal,"to open | fig.: to explain, solve | to begin (especially a speech or text) | to issue a summons"
nmy,"Masekhet: 71015, Page: 003, Side: 1, Line: 04, Word: 4",a,,,,,also,,,,נמי,nmy,adverb,also
bgwwyhw,"Masekhet: 71015, Page: 003, Side: 1, Line: 04, Word: 5",p02,,,,,within,,,,בגוויהו,bgw,preposition with pronominal suffix,within
bry$);,"Masekhet: 71015, Page: 003, Side: 1, Line: 04, Word: 6",a,,,,,"at the head, first",,,,ברישא;,bry$),adverb,"at the head, first"
ky,"Masekhet: 71015, Page: 003, Side: 1, Line: 04, Word: 7",c,,,,,when,,,,כי,ky,conjunction,when
ptx,"Masekhet: 71015, Page: 003, Side: 1, Line: 05, Word: 0",verb G,,,,,to open,"fig.: to explain, solve",to begin (especially a speech or text),to issue a summons,פתח,ptx,verb peal,"to open | fig.: to explain, solve | to begin (especially a speech or text) | to issue a summons"
ptx,"Masekhet: 71015, Page: 003, Side: 1, Line: 05, Word: 1",verb G,,,,,to open,"fig.: to explain, solve",to begin (especially a speech or text),to issue a summons,פתח,ptx,verb peal,"to open | fig.: to explain, solve | to begin (especially a speech or text) | to issue a summons"
"""bkynwyyN""","Masekhet: 71015, Page: 003, Side: 1, Line: 05, Word: 2",No data,,,,,,,,,בכינויין,None,No data,
d)wryt),"Masekhet: 71015, Page: 003, Side: 1, Line: 05, Word: 3",p,noun sg. emphatic,,,,"of, genitive particle","law, teaching; the Torah",,,דאוריתא,)wryyt),preposition | noun sg. emphatic,"of, genitive particle | law, teaching; the Torah"
whdr,"Masekhet: 71015, Page: 003, Side: 1, Line: 06, Word: 0",c,verb G,,,,to return,to do something again,"to go around, surround",to get married,והדר,hdr,conjunction | verb peal,"to return | to do something again | to go around, surround | to get married"
mpry$,"Masekhet: 71015, Page: 003, Side: 1, Line: 06, Word: 1",verb D,,,,,to separate,"to distinguish, make distinct","to specify clearly, state","to explain, interpret",מפריש,pr$,verb pael,"to separate | to distinguish, make distinct | to specify clearly, state | to explain, interpret"
"""ydwt""","Masekhet: 71015, Page: 003, Side: 1, Line: 06, Word: 2",No data,,,,,,,,,ידות,None,No data,
d)tyyN,"Masekhet: 71015, Page: 003, Side: 1, Line: 06, Word: 3",c,verb G,,,,to come,to occur; w.,: to befall,to be fitting,דאתיין,)ty,conjunction | verb peal,to come | to occur; w. | : to befall | to be fitting
lyh,"Masekhet: 71015, Page: 003, Side: 1, Line: 06, Word: 4",p02,,,,,"to, for",,,,ליה,l_,preposition with pronominal suffix,"to, for"
mdr$);,"Masekhet: 71015, Page: 003, Side: 1, Line: 06, Word: 5",noun sg. emphatic,,,,,homiletical interpretation,,,,מדרשא;,dr$),noun sg. emphatic,homiletical interpretation
wmy,"Masekhet: 71015, Page: 003, Side: 1, Line: 10, Word: 0",c,c,,,,"and, also",interrogative particle,,,ומי,my,conjunction | conjunction,"and, also | interrogative particle"
q),"Masekhet: 71015, Page: 003, Side: 1, Line: 10, Word: 1",a,,,,,aspectual particle,,,,קא,q),adverb,aspectual particle
tny,"Masekhet: 71015, Page: 003, Side: 1, Line: 10, Word: 2",verb G,,,,,to repeat,"to narrate, recite",to sift flour [< Rabbinic Hebrew],,תני,tny,verb peal,"to repeat | to narrate, recite | to sift flour [< Rabbinic Hebrew]"
"""ydwt"";","Masekhet: 71015, Page: 003, Side: 1, Line: 10, Word: 3",No data,,,,,,,,,ידות;,None,No data,
)l),"Masekhet: 71015, Page: 003, Side: 1, Line: 10, Word: 4",c,,,,,but rather,,,,אלא,)l),conjunction,but rather
xswry,"Masekhet: 71015, Page: 003, Side: 1, Line: 10, Word: 5",verb D,,,,,to make to lack,to harm,,,חסורי,xsr,verb pael,to make to lack | to harm
q),"Masekhet: 71015, Page: 003, Side: 1, Line: 10, Word: 6",a,,,,,aspectual particle,,,,קא,q),adverb,aspectual particle
mxsrt,"Masekhet: 71015, Page: 003, Side: 1, Line: 10, Word: 7",verb D,,,,,to make to lack,to harm,,,מחסרת,xsr,verb pael,to make to lack | to harm
lh;,"Masekhet: 71015, Page: 003, Side: 1, Line: 11, Word: 0",p02,,,,,"to, for",,,,לה;,l_,preposition with pronominal suffix,"to, for"
)qdyM,"Masekhet: 71015, Page: 003, Side: 1, Line: 11, Word: 1",verb C,,,,,to do something first,to advance (trans.),to confront,,אקדים,qdm,verb (h)aphel,to do something first | to advance (trans.) | to confront
nmy,"Masekhet: 71015, Page: 003, Side: 1, Line: 11, Word: 2",a,,,,,also,,,,נמי,nmy,adverb,also
wtny,"Masekhet: 71015, Page: 003, Side: 1, Line: 11, Word: 3",c,verb G,,,,to repeat,"to narrate, recite",to sift flour [< Rabbinic Hebrew],,ותני,tny,conjunction | verb peal,"to repeat | to narrate, recite | to sift flour [< Rabbinic Hebrew]"
"""ydwt""","Masekhet: 71015, Page: 003, Side: 1, Line: 11, Word: 4",No data,,,,,,,,,ידות,None,No data,
bry$);,"Masekhet: 71015, Page: 003, Side: 1, Line: 11, Word: 5",a,,,,,"at the head, first",,,,ברישא;,bry$),adverb,"at the head, first"
