text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,split_word_0,split_word_1,split_word_2,split_word_3,meaning_0,meaning_1,meaning_2,meaning_3,text_transformed,Lema,merged_lexicon,merged_meanings
bhw,"Masekhet: 71035, Page: 002, Side: 1, Line: 31, Word: 2",p02,,,,,b_,,,,"in, with",,,,בהו,b_,preposition with pronominal suffix,"in, with"
"""m(ylh"";","Masekhet: 71035, Page: 002, Side: 1, Line: 31, Word: 3",No data,,,,,,,,,,,,,מעילה;,None,No data,
qm'l;,"Masekhet: 71035, Page: 002, Side: 1, Line: 31, Word: 4",verb C,,,,,šmˁ,,,,to cause to hear,"to give to understand, teach a legal tradition",to cause to obey,,קמ'ל;,$m(,verb (h)aphel,"to cause to hear | to give to understand, teach a legal tradition | to cause to obey"
kmh,"Masekhet: 71035, Page: 002, Side: 2, Line: 08, Word: 0",c,,,,,kmh d_,,,,just as,,,,כמה,km)n@d_,conjunction,just as
dxnqynwN,"Masekhet: 71035, Page: 002, Side: 2, Line: 08, Word: 1",verb G,,,,,ḥnq,,,,to strangle,w. reflexive pronoun : to hang oneself,to drown someone,,דחנקינון,xnq,verb peal,to strangle | w. reflexive pronoun : to hang oneself | to drown someone
dmy;,"Masekhet: 71035, Page: 002, Side: 2, Line: 09, Word: 0",verb G,,,,,dmy,,,,to be like,ptcp. :,,,דמי;,dmy,verb peal,to be like | ptcp. :
wm)y,"Masekhet: 71035, Page: 002, Side: 2, Line: 11, Word: 0",c,P01,,,,w_,mˀy,,,"and, also",what,,,ומאי,m)y,conjunction | preposition independent,"and, also | what"
)yk),"Masekhet: 71035, Page: 002, Side: 2, Line: 11, Word: 1",a,,,,,ˀykˀ,,,,there is here,,,,איכא,)yk),adverb,there is here
byN,"Masekhet: 71035, Page: 002, Side: 2, Line: 11, Word: 2",p01,,,,,"byn, byny",,,,"between, among",,,,בין,byn,preposition independent,"between, among"
md)wryt),"Masekhet: 71035, Page: 002, Side: 2, Line: 12, Word: 0",noun sg. emphatic,,,,,"ˀwrˀh, ˀwrytˀ",,,,"law, teaching; the Torah",,,,מדאוריתא,)wryyt),noun sg. emphatic,"law, teaching; the Torah"
lrbn';,"Masekhet: 71035, Page: 002, Side: 2, Line: 12, Word: 1",p03,N,,,,l_,"rbn, rbnˀ",,,"to, for","lord, master",,,לרבנ';,rbnn,preposition proclitic | noun,"to, for | lord, master"
)lm',"Masekhet: 71035, Page: 002, Side: 2, Line: 15, Word: 0",c,,,,,"ˁl mˀ, ˁl mnˀ, ˀmˀy",,,,why?,,,,אלמ',)lm),conjunction,why?
md)wryt),"Masekhet: 71035, Page: 002, Side: 2, Line: 15, Word: 1",noun sg. emphatic,,,,,"ˀwrˀh, ˀwrytˀ",,,,"law, teaching; the Torah",,,,מדאוריתא,)wryyt),noun sg. emphatic,"law, teaching; the Torah"
l) )yt,"Masekhet: 71035, Page: 002, Side: 2, Line: 15, Word: 2",V,,,,,"lyt, l)yty",,,,there is/are not,,,,לא אית,lyt,V,there is/are not
bhwN;,"Masekhet: 71035, Page: 002, Side: 2, Line: 15, Word: 3",p02,,,,,b_,,,,"in, with",,,,בהון;,b_,preposition with pronominal suffix,"in, with"
mdrbnN,"Masekhet: 71035, Page: 002, Side: 2, Line: 16, Word: 0",p,N,,,,dy,"rbn, rbnˀ",,,"of, genitive particle","lord, master",,,מדרבנן,rbnn,preposition | noun,"of, genitive particle | lord, master"
)yt,"Masekhet: 71035, Page: 002, Side: 2, Line: 16, Word: 1",V,,,,,ˀyt,,,,"there is, exists",,,,אית,)yt,V,"there is, exists"
bhwN;,"Masekhet: 71035, Page: 002, Side: 2, Line: 16, Word: 2",p02,,,,,b_,,,,"in, with",,,,בהון;,b_,preposition with pronominal suffix,"in, with"
hk),"Masekhet: 71035, Page: 002, Side: 2, Line: 16, Word: 3",a,,,,,hkh,,,,here,,,,הכא,hk),adverb,here
nmy,"Masekhet: 71035, Page: 002, Side: 2, Line: 16, Word: 4",a,,,,,nmy,,,,also,,,,נמי,nmy,adverb,also
mdrbn';,"Masekhet: 71035, Page: 002, Side: 2, Line: 16, Word: 5",p,,,,,dy,,,,"of, genitive particle",,,,מדרבנ';,md_,preposition,"of, genitive particle"
lym',"Masekhet: 71035, Page: 002, Side: 2, Line: 16, Word: 6",verb G,,,,,ˀmr,,,,to say,to command,to think,idiomatic and special usages:,לימ',)mr,verb peal,to say | to command | to think | idiomatic and special usages:
tnyn),"Masekhet: 71035, Page: 002, Side: 2, Line: 16, Word: 7",verb G,,,,,tny,,,,to repeat,"to narrate, recite",to sift flour [< Rabbinic Hebrew],,תנינא,tny,verb peal,"to repeat | to narrate, recite | to sift flour [< Rabbinic Hebrew]"
lh),"Masekhet: 71035, Page: 002, Side: 2, Line: 17, Word: 0",p03,P01,,,,l_,hˀ,,,"to, for",this (f.),,,להא,h),preposition proclitic | preposition independent,"to, for | this (f.)"
d(wl),"Masekhet: 71035, Page: 002, Side: 2, Line: 17, Word: 1",p,,,,,dy,,,,"of, genitive particle",,,,דעולא,d_,preposition,"of, genitive particle"
)r',"Masekhet: 71035, Page: 002, Side: 2, Line: 17, Word: 2",verb G,,,,,ˀmr,,,,to say,to command,to think,idiomatic and special usages:,אר',)mr,verb peal,to say | to command | to think | idiomatic and special usages:
ywx';,"Masekhet: 71035, Page: 002, Side: 2, Line: 17, Word: 3",No data,,,,,,,,,,,,,יוח';,None,No data,
)('g,"Masekhet: 71035, Page: 002, Side: 2, Line: 17, Word: 4",c,,,,,ˀp ˁl gb,,,,even though,,,,אע'ג,)p@(l@gb,conjunction,even though
dtnyn),"Masekhet: 71035, Page: 002, Side: 2, Line: 17, Word: 5",c,verb G,,,,dy,tny,,,to repeat,"to narrate, recite",to sift flour [< Rabbinic Hebrew],,דתנינא,tny,conjunction | verb peal,"to repeat | to narrate, recite | to sift flour [< Rabbinic Hebrew]"
)ycTryK,"Masekhet: 71035, Page: 002, Side: 2, Line: 18, Word: 0",verb Gt,,,,,ṣrk,,,,"to be in want, needy",to have need of,,,איצטריך,crk,verb ethpeel,"to be in want, needy | to have need of"
d(wl);,"Masekhet: 71035, Page: 002, Side: 2, Line: 18, Word: 1",p,,,,,dy,,,,"of, genitive particle",,,,דעולא;,d_,preposition,"of, genitive particle"
sl',"Masekhet: 71035, Page: 002, Side: 2, Line: 18, Word: 2",verb G,,,,,slq,,,,to go up,to result,to travel,idioms:,סל',slq,verb peal,to go up | to result | to travel | idioms:
d(',"Masekhet: 71035, Page: 002, Side: 2, Line: 18, Word: 3",noun sg. emphatic,,,,,"dˁt, dˁtˀ",,,,knowledge,,,,דע',d(t),noun sg. emphatic,knowledge
)my';,"Masekhet: 71035, Page: 002, Side: 2, Line: 18, Word: 4",verb G,,,,,ˀmr,,,,to say,to command,to think,idiomatic and special usages:,אמי';,)mr,verb peal,to say | to command | to think | idiomatic and special usages:
hk),"Masekhet: 71035, Page: 002, Side: 2, Line: 18, Word: 5",a,,,,,hkh,,,,here,,,,הכא,hk),adverb,here
l),"Masekhet: 71035, Page: 002, Side: 2, Line: 19, Word: 0",a,,,,,lˀ,,,,"no, not",,,,לא,l),adverb,"no, not"
bdylyN,"Masekhet: 71035, Page: 002, Side: 2, Line: 19, Word: 1",A03,,,,,bdl,,,,to keep separate,,,,בדילין,bdyl,adjective plural absolute,to keep separate
mynhwN;,"Masekhet: 71035, Page: 002, Side: 2, Line: 19, Word: 2",p02,,,,,mn,,,,from,,,,מינהון;,mn,preposition with pronominal suffix,from
""")bl","Masekhet: 71035, Page: 002, Side: 2, Line: 19, Word: 3",No data,,,,,,,,,,,,,אבל,None,No data,
qd$yM,"Masekhet: 71035, Page: 002, Side: 2, Line: 19, Word: 4",No data,,,,,,,,,,,,,קדשים,None,No data,
$mtw,"Masekhet: 71035, Page: 002, Side: 2, Line: 19, Word: 5",No data,,,,,,,,,,,,,שמתו,None,No data,
"hw)yl""","Masekhet: 71035, Page: 002, Side: 2, Line: 19, Word: 6",No data,,,,,,,,,,,,,הואיל,None,No data,
wbdylN,"Masekhet: 71035, Page: 002, Side: 2, Line: 20, Word: 0",c,A03,,,,w_,bdl,,,"and, also",to keep separate,,,ובדילן,bdyl,conjunction | adjective plural absolute,"and, also | to keep separate"
mnhwN,"Masekhet: 71035, Page: 002, Side: 2, Line: 20, Word: 1",p02,,,,,mn,,,,from,,,,מנהון,mn,preposition with pronominal suffix,from
)ym';,"Masekhet: 71035, Page: 002, Side: 2, Line: 20, Word: 2",verb G,,,,,ˀmr,,,,to say,to command,to think,idiomatic and special usages:,אימ';,)mr,verb peal,to say | to command | to think | idiomatic and special usages:
)pylw,"Masekhet: 71035, Page: 002, Side: 2, Line: 20, Word: 3",c,,,,,ˀpylw,,,,"even if , even",,,,אפילו,)plw,conjunction,"even if , even"
"""m(ylh""","Masekhet: 71035, Page: 002, Side: 2, Line: 20, Word: 4",No data,,,,,,,,,,,,,מעילה,None,No data,
mdrbn',"Masekhet: 71035, Page: 002, Side: 2, Line: 20, Word: 5",p,,,,,dy,,,,"of, genitive particle",,,,מדרבנ',md_,preposition,"of, genitive particle"
l) )yk);,"Masekhet: 71035, Page: 002, Side: 2, Line: 20, Word: 6",a,,,,,lykˀ,,,,there isn't here,,,,לא איכא;,lyk),adverb,there isn't here
q'mlN;,"Masekhet: 71035, Page: 002, Side: 2, Line: 21, Word: 0",verb C,,,,,šmˁ,,,,to cause to hear,"to give to understand, teach a legal tradition",to cause to obey,,ק'מלן;,$m(,verb (h)aphel,"to cause to hear | to give to understand, teach a legal tradition | to cause to obey"
"""hw)yl","Masekhet: 71035, Page: 003, Side: 1, Line: 01, Word: 0",No data,,,,,,,,,,,,,הואיל,None,No data,
"wlkprh""","Masekhet: 71035, Page: 003, Side: 1, Line: 01, Word: 1",No data,,,,,,,,,,,,,ולכפרה,None,No data,
q)ty),"Masekhet: 71035, Page: 003, Side: 1, Line: 01, Word: 2",verb G,,,,,ˀty,,,,to come,to occur; w.,: to befall,to be fitting,קאתיא,)ty,verb peal,to come | to occur; w. | : to befall | to be fitting
bdylyN,"Masekhet: 71035, Page: 003, Side: 1, Line: 02, Word: 0",A03,,,,,bdl,,,,to keep separate,,,,בדילין,bdyl,adjective plural absolute,to keep separate
mynh;,"Masekhet: 71035, Page: 003, Side: 1, Line: 02, Word: 1",p02,,,,,mn,,,,from,,,,מינה;,mn,preposition with pronominal suffix,from
qm'l;,"Masekhet: 71035, Page: 003, Side: 1, Line: 02, Word: 2",verb C,,,,,šmˁ,,,,to cause to hear,"to give to understand, teach a legal tradition",to cause to obey,,קמ'ל;,$m(,verb (h)aphel,"to cause to hear | to give to understand, teach a legal tradition | to cause to obey"
)mryN,"Masekhet: 71035, Page: 003, Side: 1, Line: 06, Word: 0",verb G,,,,,ˀmr,,,,to say,to command,to think,idiomatic and special usages:,אמרין,)mr,verb peal,to say | to command | to think | idiomatic and special usages:
"""xT)wt","Masekhet: 71035, Page: 003, Side: 1, Line: 06, Word: 1",No data,,,,,,,,,,,,,חטאות,None,No data,
"hmtwt""","Masekhet: 71035, Page: 003, Side: 1, Line: 06, Word: 2",No data,,,,,,,,,,,,,המתות,None,No data,
mxyyhwN,"Masekhet: 71035, Page: 003, Side: 1, Line: 07, Word: 0",noun pl. emphatic,,,,,"ḥyyn, ḥyˀ",,,,life,,,,מחייהון,xyy,noun pl. emphatic,life
bdylyN,"Masekhet: 71035, Page: 003, Side: 1, Line: 07, Word: 1",A03,,,,,bdl,,,,to keep separate,,,,בדילין,bdyl,adjective plural absolute,to keep separate
m{{w}}^y^nhwN;,"Masekhet: 71035, Page: 003, Side: 1, Line: 07, Word: 2",p02,,,,,mn,,,,from,,,,מוינהון;,mn,preposition with pronominal suffix,from
l)pwqy,"Masekhet: 71035, Page: 003, Side: 1, Line: 07, Word: 3",p02,verb C,,,,l_,npq,,,"to bring forth, produce","to remove, expel",to expend,to produce a text,לאפוקי,npq,preposition with pronominal suffix | verb (h)aphel,"to bring forth, produce | to remove, expel | to expend | to produce a text"
hyk),"Masekhet: 71035, Page: 003, Side: 1, Line: 07, Word: 4",a,,,,,"hykˀ, hykn",,,,where,,,,היכא,hyk),adverb,where
dmxyyh,"Masekhet: 71035, Page: 003, Side: 1, Line: 07, Word: 5",verb D,,,,,mhy,,,,,,,,דמחייה,mxy#2,verb pael,
l),"Masekhet: 71035, Page: 003, Side: 1, Line: 08, Word: 0",a,,,,,lˀ,,,,"no, not",,,,לא,l),adverb,"no, not"
bdylyN,"Masekhet: 71035, Page: 003, Side: 1, Line: 08, Word: 1",A03,,,,,bdl,,,,to keep separate,,,,בדילין,bdyl,adjective plural absolute,to keep separate
mynyh;,"Masekhet: 71035, Page: 003, Side: 1, Line: 08, Word: 2",p02,,,,,mn,,,,from,,,,מיניה;,mn,preposition with pronominal suffix,from
)ytybyh,"Masekhet: 71035, Page: 003, Side: 1, Line: 08, Word: 3",verb C,,,,,twb,,,,"to restore, return (trans.)",(w. or without an object) to answer,to vomit,,איתיביה,twb,verb (h)aphel,"to restore, return (trans.) | (w. or without an object) to answer | to vomit"
rb,"Masekhet: 71035, Page: 003, Side: 1, Line: 08, Word: 4",No data,,,,,,,,,,,,,רב,None,No data,
ywsP,"Masekhet: 71035, Page: 003, Side: 1, Line: 08, Word: 5",No data,,,,,,,,,,,,,יוסף,None,No data,
lrbh;,"Masekhet: 71035, Page: 003, Side: 1, Line: 08, Word: 6",No data,,,,,,,,,,,,,לרבה;,None,No data,
xd),"Masekhet: 71035, Page: 003, Side: 1, Line: 08, Word: 7",n01,,,,,ḥd,,,,one,,,,חדא,xd,numeral singular absolute or construct,one
mygw;,"Masekhet: 71035, Page: 003, Side: 1, Line: 09, Word: 0",p,,,,,mn gw,,,,from inside of,,,,מיגו;,mygw,preposition,from inside of
xd);,"Masekhet: 71035, Page: 003, Side: 1, Line: 09, Word: 1",n01,,,,,ḥd,,,,one,,,,חדא;,xd,numeral singular absolute or construct,one
wxd),"Masekhet: 71035, Page: 003, Side: 1, Line: 09, Word: 2",c,n01,,,,w_,ḥd,,,"and, also",one,,,וחדא,xd,conjunction | numeral singular absolute or construct,"and, also | one"
mygw,"Masekhet: 71035, Page: 003, Side: 1, Line: 09, Word: 3",p,,,,,mn gw,,,,from inside of,,,,מיגו,mygw,preposition,from inside of
xd);,"Masekhet: 71035, Page: 003, Side: 1, Line: 09, Word: 4",n01,,,,,ḥd,,,,one,,,,חדא;,xd,numeral singular absolute or construct,one
wh),"Masekhet: 71035, Page: 003, Side: 1, Line: 16, Word: 0",c,I,,,,w_,hˀ,,,"and, also",here! look!,,,והא,h),conjunction | interjection,"and, also | here! look!"
dplygyN,"Masekhet: 71035, Page: 003, Side: 1, Line: 16, Word: 1",c,verb G,,,,dy,plg,,,to divide (trans.),to be in the middle,"to be distinctive, outstanding","to be halved, become divided",דפליגין,plg,conjunction | verb peal,"to divide (trans.) | to be in the middle | to be distinctive, outstanding | to be halved, become divided"
bh;,"Masekhet: 71035, Page: 003, Side: 1, Line: 16, Word: 2",p02,,,,,b_,,,,"in, with",,,,בה;,b_,preposition with pronominal suffix,"in, with"
xd),"Masekhet: 71035, Page: 003, Side: 2, Line: 04, Word: 0",n01,,,,,ḥd,,,,one,,,,חדא,xd,numeral singular absolute or construct,one
mygw,"Masekhet: 71035, Page: 003, Side: 2, Line: 04, Word: 1",p,,,,,mn gw,,,,from inside of,,,,מיגו,mygw,preposition,from inside of
xd),"Masekhet: 71035, Page: 003, Side: 2, Line: 05, Word: 0",n01,,,,,ḥd,,,,one,,,,חדא,xd,numeral singular absolute or construct,one
qmyb(y),"Masekhet: 71035, Page: 003, Side: 2, Line: 05, Word: 1",verb Gt,,,,,bˁy,,,,to be sought,"to be necessary, required",to ask one another,,קמיבעיא,b(y,verb ethpeel,"to be sought | to be necessary, required | to ask one another"
lyh;,"Masekhet: 71035, Page: 003, Side: 2, Line: 05, Word: 2",p02,,,,,l_,,,,"to, for",,,,ליה;,l_,preposition with pronominal suffix,"to, for"
ytyb,"Masekhet: 71035, Page: 003, Side: 2, Line: 12, Word: 0",verb G,,,,,ytb,,,,to sit,to dwell,to settle down,to be inhabited,יתיב,ytb,verb peal,to sit | to dwell | to settle down | to be inhabited
)byy,"Masekhet: 71035, Page: 003, Side: 2, Line: 12, Word: 1",No data,,,,,,,,,,,,,אביי,None,No data,
wq)',"Masekhet: 71035, Page: 003, Side: 2, Line: 12, Word: 2",c,verb G,,,,w_,qwm,,,to rise,"to stand, to be raised up","to stand still, to stop",with various prepositions,וקא',qwm,conjunction | verb peal,"to rise | to stand, to be raised up | to stand still, to stop | with various prepositions"
lh,"Masekhet: 71035, Page: 003, Side: 2, Line: 12, Word: 3",p02,,,,,l_,,,,"to, for",,,,לה,l_,preposition with pronominal suffix,"to, for"
lh),"Masekhet: 71035, Page: 003, Side: 2, Line: 13, Word: 0",p03,P01,,,,l_,hˀ,,,"to, for",this (f.),,,להא,h),preposition proclitic | preposition independent,"to, for | this (f.)"
$m(^t^);,"Masekhet: 71035, Page: 003, Side: 2, Line: 13, Word: 1",noun sg. emphatic,,,,,"šmˁh, šmˁtˀ",,,,hearing; tradition,,,,שמעתא;,$m(t),noun sg. emphatic,hearing; tradition
)lm),"Masekhet: 71035, Page: 003, Side: 2, Line: 18, Word: 0",c,,,,,"ˁl mˀ, ˁl mnˀ, ˀmˀy",,,,why?,,,,אלמא,)lm),conjunction,why?
"""pygwl""","Masekhet: 71035, Page: 003, Side: 2, Line: 18, Word: 1",No data,,,,,,,,,,,,,פיגול,None,No data,
myyty,"Masekhet: 71035, Page: 003, Side: 2, Line: 18, Word: 2",verb C,,,,,ˀty,,,,to bring,"to make something achieve, reach (without physical motion)",to endure,idioms,מייתי,)ty,verb (h)aphel,"to bring | to make something achieve, reach (without physical motion) | to endure | idioms"
"""lydy","Masekhet: 71035, Page: 003, Side: 2, Line: 19, Word: 0",No data,,,,,,,,,,,,,לידי,None,No data,
"m(yl'"";","Masekhet: 71035, Page: 003, Side: 2, Line: 19, Word: 1",No data,,,,,,,,,,,,,מעיל';,None,No data,
)y$tyq;,"Masekhet: 71035, Page: 003, Side: 2, Line: 19, Word: 2",verb G,,,,,štq,,,,to be quiet,+,: to lack,to quiet (trans.),אישתיק;,$tq,verb peal,to be quiet | + | : to lack | to quiet (trans.)
h),"Masekhet: 71035, Page: 004, Side: 1, Line: 02, Word: 0",I,,,,,hˀ,,,,here! look!,,,,הא,h),interjection,here! look!
nmy,"Masekhet: 71035, Page: 004, Side: 1, Line: 02, Word: 1",a,,,,,nmy,,,,also,,,,נמי,nmy,adverb,also
)yswr),"Masekhet: 71035, Page: 004, Side: 1, Line: 02, Word: 2",noun sg. emphatic,,,,,"ˀyswr, ˀyswrˀ",,,,prohibition,,,,איסורא,)yswr),noun sg. emphatic,prohibition
dmyyty,"Masekhet: 71035, Page: 004, Side: 1, Line: 02, Word: 3",c,verb C,,,,dy,ˀty,,,to bring,"to make something achieve, reach (without physical motion)",to endure,idioms,דמייתי,)ty,conjunction | verb (h)aphel,"to bring | to make something achieve, reach (without physical motion) | to endure | idioms"
"""lydy","Masekhet: 71035, Page: 004, Side: 1, Line: 02, Word: 4",No data,,,,,,,,,,,,,לידי,None,No data,
"pygwl"";","Masekhet: 71035, Page: 004, Side: 1, Line: 02, Word: 5",No data,,,,,,,,,,,,,פיגול;,None,No data,
