book_name,chapter,verse,emphatic_ratio,absolute_ratio,function_words_ratio,lexical_diversity,verb_ratio,passive_voice_ratio,plural_ratio,line_length,avg_word_len,v_then_noun_ratio,v_then_prep_ratio
TgO_Genesis,01,25,0.0,0.0,0.0,0.6111,0.0,0.0,0.0,18.0,2.3684,0.0,0.0
TgO_Genesis,01,26,0.0,0.0,0.0,0.55,0.0,0.0,0.0,20.0,2.5714,0.0,0.0
TgO_Genesis,01,27,0.0,0.0,0.0,0.6,0.0,0.0,0.0,15.0,2.5625,0.0,0.0
TgO_Genesis,01,28,0.0,0.0,0.0,0.4783,0.0,0.0,0.0,23.0,2.4583,0.0,0.0
TgO_Genesis,01,29,0.0,0.0,0.0,0.6429,0.0,0.0,0.0,28.0,3.4483,0.0,0.0
TgO_Genesis,01,30,0.0,0.0,0.0,0.8,0.0,0.0,0.0,20.0,2.5238,0.0,0.0
TgO_Genesis,01,31,0.0,0.0,0.0,0.7857,0.0,0.0,0.0,14.0,2.6,0.0,0.0
TgO_Genesis,02,01,0.0,0.0,0.0,0.6,0.0,0.0,0.0,5.0,2.1667,0.0,0.0
TgO_Genesis,02,02,0.0,0.0,0.0,0.5833,0.0,0.0,0.0,12.0,3.0,0.0,0.0
TgO_Genesis,02,03,0.0,0.0,0.0,0.8,0.0,0.0,0.0,15.0,2.6875,0.0,0.0
TgO_Genesis,02,04,0.0,0.0,0.0,0.9167,0.0,0.0,0.0,12.0,2.9231,0.0,0.0
TgO_Genesis,02,05,0.0,0.0,0.0,0.6774,0.0,0.0,0.0,31.0,3.0,0.0,0.0
TgO_Genesis,02,06,0.0,0.0,0.0,0.9,0.0,0.0,0.0,10.0,2.4545,0.0,0.0
TgO_Genesis,02,07,0.0,0.0,0.0,0.8125,0.0,0.0,0.0,16.0,2.6471,0.0,0.0
TgO_Genesis,02,08,0.0,0.0,0.0,0.9091,0.0,0.0,0.0,11.0,3.0833,0.0,0.0
TgO_Genesis,02,09,0.0,0.0,0.0,0.8636,0.0,0.0,0.0,22.0,2.7826,0.0,0.0
TgO_Genesis,02,10,0.0,0.0,0.0,0.8462,0.0,0.0,0.0,13.0,2.5,0.0,0.0
TgO_Genesis,02,11,0.0,0.0,0.0,0.9091,0.0,0.0,0.0,11.0,3.0,0.0,0.0
TgO_Genesis,02,12,0.0,0.0,0.0,0.875,0.0,0.0,0.0,8.0,2.6667,0.0,0.0
TgO_Genesis,02,13,0.0,0.0,0.0,0.9,0.0,0.0,0.0,10.0,2.8182,0.0,0.0
TgO_Genesis,02,14,0.0,0.0,0.0,0.75,0.0,0.0,0.0,12.0,3.3846,0.0,0.0
TgO_Genesis,02,15,0.0,0.0,0.0,0.8,0.0,0.0,0.0,10.0,2.4545,0.0,0.0
TgO_Genesis,02,16,0.0,0.0,0.0,0.9091,0.0,0.0,0.0,11.0,2.75,0.0,0.0
TgO_Genesis,02,17,0.0,0.0,0.0,0.75,0.0,0.0,0.0,16.0,2.4706,0.0,0.0
TgO_Genesis,02,18,0.0,0.0,0.0,0.9167,0.0,0.0,0.0,12.0,3.2308,0.0,0.0
TgO_Genesis,02,19,0.0,0.0,0.0,0.7,0.0,0.0,0.0,30.0,2.7742,0.0,0.0
TgO_Genesis,02,20,0.0,0.0,0.0,0.7647,0.0,0.0,0.0,17.0,2.6111,0.0,0.0
TgO_Genesis,02,21,0.0,0.0,0.0,0.7692,0.0,0.0,0.0,13.0,2.5,0.0,0.0
TgO_Genesis,02,22,0.0,0.0,0.0,0.8333,0.0,0.0,0.0,12.0,2.6923,0.0,0.0
TgO_Genesis,02,23,0.0,0.0,0.0,0.7333,0.0,0.0,0.0,15.0,2.4375,0.0,0.0
TgO_Genesis,02,24,0.0,0.0,0.0,0.7692,0.0,0.0,0.0,13.0,2.7857,0.0,0.0
TgO_Genesis,02,25,0.0,0.0,0.0,0.75,0.0,0.0,0.0,8.0,2.6667,0.0,0.0
TgO_Genesis,03,01,0.0,0.0,0.0,0.8095,0.0,0.0,0.0,21.0,2.8636,0.0,0.0
TgO_Genesis,03,02,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,2.75,0.0,0.0
TgO_Genesis,03,03,0.0,0.0,0.0,0.8571,0.0,0.0,0.0,14.0,2.5333,0.0,0.0
TgO_Genesis,03,04,0.0,0.0,0.0,0.8333,0.0,0.0,0.0,6.0,2.5714,0.0,0.0
TgO_Genesis,03,05,0.0,0.0,0.0,0.9412,0.0,0.0,0.0,17.0,2.5556,0.0,0.0
TgO_Genesis,03,06,0.0,0.0,0.0,0.6818,0.0,0.0,0.0,22.0,2.5217,0.0,0.0
TgO_Genesis,03,07,0.0,0.0,0.0,0.6429,0.0,0.0,0.0,14.0,3.2667,0.0,0.0
TgO_Genesis,03,08,0.0,0.0,0.0,0.75,0.0,0.0,0.0,20.0,3.0476,0.0,0.0
TgO_Genesis,03,09,0.0,0.0,0.0,0.625,0.0,0.0,0.0,8.0,3.1111,0.0,0.0
TgO_Genesis,03,10,0.0,0.0,0.0,0.8182,0.0,0.0,0.0,11.0,2.5,0.0,0.0
TgO_Genesis,03,11,0.0,0.0,0.0,0.8,0.0,0.0,0.0,15.0,2.75,0.0,0.0
TgO_Genesis,03,12,0.0,0.0,0.0,0.7273,0.0,0.0,0.0,11.0,2.5833,0.0,0.0
TgO_Genesis,03,13,0.0,0.0,0.0,0.75,0.0,0.0,0.0,12.0,2.7692,0.0,0.0
TgO_Genesis,03,14,0.0,0.0,0.0,0.8636,0.0,0.0,0.0,22.0,3.0435,0.0,0.0
TgO_Genesis,03,15,0.0,0.0,0.0,0.6364,0.0,0.0,0.0,22.0,3.1739,0.0,0.0
TgO_Genesis,03,16,0.0,0.0,0.0,0.8125,0.0,0.0,0.0,16.0,2.8235,0.0,0.0
TgO_Genesis,03,17,0.0,0.0,0.0,0.7727,0.0,0.0,0.0,22.0,3.0435,0.0,0.0
TgO_Genesis,03,18,0.0,0.0,0.0,0.625,0.0,0.0,0.0,8.0,2.2222,0.0,0.0
TgO_Genesis,03,19,0.0,0.0,0.0,0.8667,0.0,0.0,0.0,15.0,2.5625,0.0,0.0
TgO_Genesis,03,20,0.0,0.0,0.0,0.9091,0.0,0.0,0.0,11.0,3.3333,0.0,0.0
TgO_Genesis,03,21,0.0,0.0,0.0,0.7273,0.0,0.0,0.0,11.0,3.0,0.0,0.0
TgO_Genesis,03,22,0.0,0.0,0.0,0.7391,0.0,0.0,0.0,23.0,2.625,0.0,0.0
TgO_Genesis,03,23,0.0,0.0,0.0,0.9091,0.0,0.0,0.0,11.0,2.6667,0.0,0.0
TgO_Genesis,03,24,0.0,0.0,0.0,0.7778,0.0,0.0,0.0,18.0,3.0526,0.0,0.0
TgO_Genesis,04,01,0.0,0.0,0.0,0.5714,0.0,0.0,0.0,14.0,3.0,0.0,0.0
TgO_Genesis,04,02,0.0,0.0,0.0,0.6667,0.0,0.0,0.0,15.0,2.5625,0.0,0.0
TgO_Genesis,04,03,0.0,0.0,0.0,0.7,0.0,0.0,0.0,10.0,2.6364,0.0,0.0
TgO_Genesis,04,04,0.0,0.0,0.0,0.625,0.0,0.0,0.0,16.0,2.5294,0.0,0.0
TgO_Genesis,04,05,0.0,0.0,0.0,0.6923,0.0,0.0,0.0,13.0,3.0,0.0,0.0
TgO_Genesis,04,06,0.0,0.0,0.0,0.7,0.0,0.0,0.0,10.0,3.0,0.0,0.0
TgO_Genesis,04,07,0.0,0.0,0.0,0.64,0.0,0.0,0.0,25.0,2.7692,0.0,0.0
TgO_Genesis,04,08,0.0,0.0,0.0,0.2308,0.0,0.0,0.0,13.0,3.0,0.0,0.0
TgO_Genesis,04,09,0.0,0.0,0.0,0.6667,0.0,0.0,0.0,12.0,2.6923,0.0,0.0
TgO_Genesis,04,10,0.0,0.0,0.0,0.9286,0.0,0.0,0.0,14.0,2.4667,0.0,0.0
TgO_Genesis,04,11,0.0,0.0,0.0,0.8571,0.0,0.0,0.0,14.0,2.2667,0.0,0.0
TgO_Genesis,04,12,0.0,0.0,0.0,0.8462,0.0,0.0,0.0,13.0,2.7143,0.0,0.0
TgO_Genesis,04,13,0.0,0.0,0.0,0.8571,0.0,0.0,0.0,7.0,2.625,0.0,0.0
TgO_Genesis,04,14,0.0,0.0,0.0,0.7619,0.0,0.0,0.0,21.0,2.9091,0.0,0.0
TgO_Genesis,04,15,0.0,0.0,0.0,0.7143,0.0,0.0,0.0,21.0,2.8636,0.0,0.0
TgO_Genesis,04,16,0.0,0.0,0.0,0.6667,0.0,0.0,0.0,15.0,3.6875,0.0,0.0
TgO_Genesis,04,17,0.0,0.0,0.0,0.4706,0.0,0.0,0.0,17.0,2.9444,0.0,0.0
TgO_Genesis,04,18,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,16.0,3.7059,0.0,0.0
TgO_Genesis,04,19,0.0,0.0,0.0,0.5455,0.0,0.0,0.0,11.0,3.3333,0.0,0.0
TgO_Genesis,04,20,0.0,0.0,0.0,0.7273,0.0,0.0,0.0,11.0,2.9167,0.0,0.0
TgO_Genesis,04,21,0.0,0.0,0.0,0.8,0.0,0.0,0.0,15.0,2.875,0.0,0.0
TgO_Genesis,04,22,0.0,0.0,0.0,0.6316,0.0,0.0,0.0,19.0,3.35,0.0,0.0
TgO_Genesis,04,23,0.0,0.0,0.0,0.7037,0.0,0.0,0.0,27.0,3.1786,0.0,0.0
TgO_Genesis,04,24,0.0,0.0,0.0,0.8,0.0,0.0,0.0,10.0,3.3636,0.0,0.0
TgO_Genesis,04,25,0.0,0.0,0.0,0.6087,0.0,0.0,0.0,23.0,2.9167,0.0,0.0
TgO_Genesis,04,26,0.0,0.0,0.0,0.8125,0.0,0.0,0.0,16.0,2.9412,0.0,0.0
TgO_Genesis,05,01,0.0,0.0,0.0,0.7692,0.0,0.0,0.0,13.0,2.7857,0.0,0.0
TgO_Genesis,05,02,0.0,0.0,0.0,0.7273,0.0,0.0,0.0,11.0,2.3333,0.0,0.0
TgO_Genesis,05,03,0.0,0.0,0.0,0.6429,0.0,0.0,0.0,14.0,2.4,0.0,0.0
TgO_Genesis,05,04,0.0,0.0,0.0,0.6923,0.0,0.0,0.0,13.0,2.9286,0.0,0.0
TgO_Genesis,05,05,0.0,0.0,0.0,0.7,0.0,0.0,0.0,10.0,2.9091,0.0,0.0
TgO_Genesis,05,06,0.0,0.0,0.0,0.5,0.0,0.0,0.0,8.0,2.6667,0.0,0.0
TgO_Genesis,05,07,0.0,0.0,0.0,0.5385,0.0,0.0,0.0,13.0,3.0714,0.0,0.0
TgO_Genesis,05,08,0.0,0.0,0.0,0.5556,0.0,0.0,0.0,9.0,2.9,0.0,0.0
TgO_Genesis,05,09,0.0,0.0,0.0,0.5714,0.0,0.0,0.0,7.0,3.375,0.0,0.0
TgO_Genesis,05,10,0.0,0.0,0.0,0.5385,0.0,0.0,0.0,13.0,3.2857,0.0,0.0
TgO_Genesis,05,11,0.0,0.0,0.0,0.5556,0.0,0.0,0.0,9.0,3.2,0.0,0.0
TgO_Genesis,05,12,0.0,0.0,0.0,0.5714,0.0,0.0,0.0,7.0,3.875,0.0,0.0
TgO_Genesis,05,13,0.0,0.0,0.0,0.6154,0.0,0.0,0.0,13.0,3.1429,0.0,0.0
TgO_Genesis,05,14,0.0,0.0,0.0,0.5556,0.0,0.0,0.0,9.0,3.2,0.0,0.0
TgO_Genesis,05,15,0.0,0.0,0.0,0.5,0.0,0.0,0.0,8.0,3.4444,0.0,0.0
TgO_Genesis,05,16,0.0,0.0,0.0,0.6154,0.0,0.0,0.0,13.0,3.0714,0.0,0.0
TgO_Genesis,05,17,0.0,0.0,0.0,0.5,0.0,0.0,0.0,10.0,3.5455,0.0,0.0
TgO_Genesis,05,18,0.0,0.0,0.0,0.4444,0.0,0.0,0.0,9.0,2.8,0.0,0.0
TgO_Genesis,05,19,0.0,0.0,0.0,0.6667,0.0,0.0,0.0,12.0,2.8462,0.0,0.0
TgO_Genesis,05,20,0.0,0.0,0.0,0.5,0.0,0.0,0.0,10.0,3.0,0.0,0.0
TgO_Genesis,05,21,0.0,0.0,0.0,0.5,0.0,0.0,0.0,8.0,3.4444,0.0,0.0
TgO_Genesis,05,22,0.0,0.0,0.0,0.7333,0.0,0.0,0.0,15.0,3.0625,0.0,0.0
TgO_Genesis,05,23,0.0,0.0,0.0,0.5556,0.0,0.0,0.0,9.0,3.2,0.0,0.0
TgO_Genesis,05,24,0.0,0.0,0.0,0.7273,0.0,0.0,0.0,11.0,2.6667,0.0,0.0
TgO_Genesis,05,25,0.0,0.0,0.0,0.4444,0.0,0.0,0.0,9.0,3.1,0.0,0.0
TgO_Genesis,05,26,0.0,0.0,0.0,0.5714,0.0,0.0,0.0,14.0,2.8667,0.0,0.0
TgO_Genesis,05,27,0.0,0.0,0.0,0.5,0.0,0.0,0.0,10.0,3.3636,0.0,0.0
TgO_Genesis,05,28,0.0,0.0,0.0,0.5,0.0,0.0,0.0,8.0,2.3333,0.0,0.0
TgO_Genesis,05,29,0.0,0.0,0.0,0.7857,0.0,0.0,0.0,14.0,2.4,0.0,0.0
TgO_Genesis,05,30,0.0,0.0,0.0,0.5714,0.0,0.0,0.0,14.0,2.5333,0.0,0.0
TgO_Genesis,05,31,0.0,0.0,0.0,0.5,0.0,0.0,0.0,10.0,3.0,0.0,0.0
TgO_Genesis,05,32,0.0,0.0,0.0,0.4615,0.0,0.0,0.0,13.0,2.6429,0.0,0.0
TgO_Genesis,06,01,0.0,0.0,0.0,0.8,0.0,0.0,0.0,10.0,3.8182,0.0,0.0
TgO_Genesis,06,02,0.0,0.0,0.0,0.8571,0.0,0.0,0.0,14.0,2.8,0.0,0.0
TgO_Genesis,06,03,0.0,0.0,0.0,0.8182,0.0,0.0,0.0,22.0,2.913,0.0,0.0
TgO_Genesis,06,04,0.0,0.0,0.0,0.7391,0.0,0.0,0.0,23.0,2.625,0.0,0.0
TgO_Genesis,06,05,0.0,0.0,0.0,0.875,0.0,0.0,0.0,16.0,3.1765,0.0,0.0
TgO_Genesis,06,06,0.0,0.0,0.0,0.7692,0.0,0.0,0.0,13.0,2.3571,0.0,0.0
TgO_Genesis,06,07,0.0,0.0,0.0,0.8182,0.0,0.0,0.0,22.0,2.8261,0.0,0.0
TgO_Genesis,06,08,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,2.6667,0.0,0.0
TgO_Genesis,06,09,0.0,0.0,0.0,0.6923,0.0,0.0,0.0,13.0,3.0714,0.0,0.0
TgO_Genesis,06,10,0.0,0.0,0.0,0.4,0.0,0.0,0.0,10.0,2.6364,0.0,0.0
TgO_Genesis,06,11,0.0,0.0,0.0,0.7143,0.0,0.0,0.0,7.0,2.5,0.0,0.0
TgO_Genesis,06,12,0.0,0.0,0.0,0.7333,0.0,0.0,0.0,15.0,2.5,0.0,0.0
TgO_Genesis,06,13,0.0,0.0,0.0,0.85,0.0,0.0,0.0,20.0,3.0952,0.0,0.0
TgO_Genesis,06,14,0.0,0.0,0.0,0.6429,0.0,0.0,0.0,14.0,2.8,0.0,0.0
TgO_Genesis,06,15,0.0,0.0,0.0,0.8,0.0,0.0,0.0,15.0,2.875,0.0,0.0
TgO_Genesis,06,16,0.0,0.0,0.0,0.7333,0.0,0.0,0.0,15.0,3.25,0.0,0.0
TgO_Genesis,06,17,0.0,0.0,0.0,0.9,0.0,0.0,0.0,20.0,2.8571,0.0,0.0
TgO_Genesis,06,18,0.0,0.0,0.0,0.5833,0.0,0.0,0.0,12.0,2.1538,0.0,0.0
TgO_Genesis,06,19,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,2.6429,0.0,0.0
TgO_Genesis,06,20,0.0,0.0,0.0,0.7857,0.0,0.0,0.0,14.0,2.4667,0.0,0.0
TgO_Genesis,06,21,0.0,0.0,0.0,0.5,0.0,0.0,0.0,12.0,2.5385,0.0,0.0
TgO_Genesis,06,22,0.0,0.0,0.0,0.875,0.0,0.0,0.0,8.0,2.3333,0.0,0.0
TgO_Genesis,07,01,0.0,0.0,0.0,0.8125,0.0,0.0,0.0,16.0,3.3529,0.0,0.0
TgO_Genesis,07,02,0.0,0.0,0.0,0.6667,0.0,0.0,0.0,18.0,2.9474,0.0,0.0
TgO_Genesis,07,03,0.0,0.0,0.0,0.9167,0.0,0.0,0.0,12.0,2.9231,0.0,0.0
TgO_Genesis,07,04,0.0,0.0,0.0,0.9048,0.0,0.0,0.0,21.0,3.0909,0.0,0.0
TgO_Genesis,07,05,0.0,0.0,0.0,0.8,0.0,0.0,0.0,5.0,2.3333,0.0,0.0
TgO_Genesis,07,06,0.0,0.0,0.0,0.8,0.0,0.0,0.0,10.0,2.8182,0.0,0.0
TgO_Genesis,07,07,0.0,0.0,0.0,0.6364,0.0,0.0,0.0,11.0,2.9167,0.0,0.0
TgO_Genesis,07,08,0.0,0.0,0.0,0.6923,0.0,0.0,0.0,13.0,2.5714,0.0,0.0
TgO_Genesis,07,09,0.0,0.0,0.0,0.7692,0.0,0.0,0.0,13.0,3.3571,0.0,0.0
TgO_Genesis,07,10,0.0,0.0,0.0,0.8889,0.0,0.0,0.0,9.0,2.5,0.0,0.0
TgO_Genesis,07,11,0.0,0.0,0.0,0.7273,0.0,0.0,0.0,22.0,3.1304,0.0,0.0
TgO_Genesis,07,12,0.0,0.0,0.0,0.8889,0.0,0.0,0.0,9.0,2.9,0.0,0.0
TgO_Genesis,07,13,0.0,0.0,0.0,0.5294,0.0,0.0,0.0,17.0,2.7222,0.0,0.0
TgO_Genesis,07,14,0.0,0.0,0.0,0.6,0.0,0.0,0.0,20.0,2.4286,0.0,0.0
TgO_Genesis,07,15,0.0,0.0,0.0,0.8182,0.0,0.0,0.0,11.0,2.8333,0.0,0.0
TgO_Genesis,07,16,0.0,0.0,0.0,0.8571,0.0,0.0,0.0,14.0,2.6667,0.0,0.0
TgO_Genesis,07,17,0.0,0.0,0.0,0.7143,0.0,0.0,0.0,14.0,2.8,0.0,0.0
TgO_Genesis,07,18,0.0,0.0,0.0,0.7,0.0,0.0,0.0,10.0,3.0,0.0,0.0
TgO_Genesis,07,19,0.0,0.0,0.0,0.7692,0.0,0.0,0.0,13.0,2.6429,0.0,0.0
TgO_Genesis,07,20,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,3.625,0.0,0.0
TgO_Genesis,07,21,0.0,0.0,0.0,0.5,0.0,0.0,0.0,16.0,2.2941,0.0,0.0
TgO_Genesis,07,22,0.0,0.0,0.0,0.875,0.0,0.0,0.0,8.0,2.4444,0.0,0.0
TgO_Genesis,07,23,0.0,0.0,0.0,0.6364,0.0,0.0,0.0,22.0,2.6522,0.0,0.0
TgO_Genesis,07,24,0.0,0.0,0.0,0.8571,0.0,0.0,0.0,7.0,2.375,0.0,0.0
TgO_Genesis,08,01,0.0,0.0,0.0,0.6842,0.0,0.0,0.0,19.0,2.5,0.0,0.0
TgO_Genesis,08,02,0.0,0.0,0.0,0.6667,0.0,0.0,0.0,9.0,2.7,0.0,0.0
TgO_Genesis,08,03,0.0,0.0,0.0,0.6667,0.0,0.0,0.0,12.0,2.5385,0.0,0.0
TgO_Genesis,08,04,0.0,0.0,0.0,0.7273,0.0,0.0,0.0,11.0,3.1667,0.0,0.0
TgO_Genesis,08,05,0.0,0.0,0.0,0.7692,0.0,0.0,0.0,13.0,2.5714,0.0,0.0
TgO_Genesis,08,06,0.0,0.0,0.0,0.8,0.0,0.0,0.0,10.0,2.8182,0.0,0.0
TgO_Genesis,08,07,0.0,0.0,0.0,0.8182,0.0,0.0,0.0,11.0,2.5,0.0,0.0
TgO_Genesis,08,08,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,3.0833,0.0,0.0
TgO_Genesis,08,09,0.0,0.0,0.0,0.7143,0.0,0.0,0.0,21.0,2.8182,0.0,0.0
TgO_Genesis,08,10,0.0,0.0,0.0,0.9091,0.0,0.0,0.0,11.0,2.6667,0.0,0.0
TgO_Genesis,08,11,0.0,0.0,0.0,0.8333,0.0,0.0,0.0,18.0,2.7895,0.0,0.0
TgO_Genesis,08,12,0.0,0.0,0.0,0.7692,0.0,0.0,0.0,13.0,2.6429,0.0,0.0
TgO_Genesis,08,13,0.0,0.0,0.0,0.5909,0.0,0.0,0.0,22.0,2.7391,0.0,0.0
TgO_Genesis,08,14,0.0,0.0,0.0,0.875,0.0,0.0,0.0,8.0,2.4444,0.0,0.0
TgO_Genesis,08,15,0.0,0.0,0.0,0.8,0.0,0.0,0.0,5.0,2.3333,0.0,0.0
TgO_Genesis,08,16,0.0,0.0,0.0,0.7778,0.0,0.0,0.0,9.0,2.2,0.0,0.0
TgO_Genesis,08,17,0.0,0.0,0.0,0.55,0.0,0.0,0.0,20.0,2.2381,0.0,0.0
TgO_Genesis,08,18,0.0,0.0,0.0,0.4286,0.0,0.0,0.0,7.0,2.0,0.0,0.0
TgO_Genesis,08,19,0.0,0.0,0.0,0.7857,0.0,0.0,0.0,14.0,2.5333,0.0,0.0
TgO_Genesis,08,20,0.0,0.0,0.0,0.6471,0.0,0.0,0.0,17.0,2.6667,0.0,0.0
TgO_Genesis,08,21,0.0,0.0,0.0,0.7188,0.0,0.0,0.0,32.0,2.697,0.0,0.0
TgO_Genesis,08,22,0.0,0.0,0.0,0.5,0.0,0.0,0.0,14.0,2.6667,0.0,0.0
TgO_Genesis,09,01,0.0,0.0,0.0,0.4615,0.0,0.0,0.0,13.0,2.5,0.0,0.0
TgO_Genesis,09,02,0.0,0.0,0.0,0.65,0.0,0.0,0.0,20.0,2.4286,0.0,0.0
TgO_Genesis,09,03,0.0,0.0,0.0,0.7692,0.0,0.0,0.0,13.0,2.9286,0.0,0.0
TgO_Genesis,09,04,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,2.1429,0.0,0.0
TgO_Genesis,09,05,0.0,0.0,0.0,0.5714,0.0,0.0,0.0,21.0,2.3636,0.0,0.0
TgO_Genesis,09,06,0.0,0.0,0.0,0.7059,0.0,0.0,0.0,17.0,2.6111,0.0,0.0
TgO_Genesis,09,07,0.0,0.0,0.0,0.5714,0.0,0.0,0.0,7.0,2.0,0.0,0.0
TgO_Genesis,09,08,0.0,0.0,0.0,0.6667,0.0,0.0,0.0,6.0,2.5714,0.0,0.0
TgO_Genesis,09,09,0.0,0.0,0.0,0.9,0.0,0.0,0.0,10.0,2.1818,0.0,0.0
TgO_Genesis,09,10,0.0,0.0,0.0,0.7059,0.0,0.0,0.0,17.0,2.4444,0.0,0.0
TgO_Genesis,09,11,0.0,0.0,0.0,0.7222,0.0,0.0,0.0,18.0,2.5789,0.0,0.0
TgO_Genesis,09,12,0.0,0.0,0.0,0.8824,0.0,0.0,0.0,17.0,2.3889,0.0,0.0
TgO_Genesis,09,13,0.0,0.0,0.0,0.9091,0.0,0.0,0.0,11.0,2.4167,0.0,0.0
TgO_Genesis,09,14,0.0,0.0,0.0,0.75,0.0,0.0,0.0,8.0,2.1111,0.0,0.0
TgO_Genesis,09,15,0.0,0.0,0.0,0.75,0.0,0.0,0.0,20.0,2.5714,0.0,0.0
TgO_Genesis,09,16,0.0,0.0,0.0,0.8889,0.0,0.0,0.0,18.0,2.6316,0.0,0.0
TgO_Genesis,09,17,0.0,0.0,0.0,0.8571,0.0,0.0,0.0,14.0,2.7333,0.0,0.0
TgO_Genesis,09,18,0.0,0.0,0.0,0.5385,0.0,0.0,0.0,13.0,2.8571,0.0,0.0
TgO_Genesis,09,19,0.0,0.0,0.0,0.875,0.0,0.0,0.0,8.0,2.5556,0.0,0.0
TgO_Genesis,09,20,0.0,0.0,0.0,0.7143,0.0,0.0,0.0,7.0,2.375,0.0,0.0
TgO_Genesis,09,21,0.0,0.0,0.0,0.7143,0.0,0.0,0.0,7.0,2.25,0.0,0.0
TgO_Genesis,09,22,0.0,0.0,0.0,0.6364,0.0,0.0,0.0,11.0,2.75,0.0,0.0
TgO_Genesis,09,23,0.0,0.0,0.0,0.5238,0.0,0.0,0.0,21.0,2.3636,0.0,0.0
TgO_Genesis,09,24,0.0,0.0,0.0,0.6667,0.0,0.0,0.0,9.0,2.5,0.0,0.0
TgO_Genesis,09,25,0.0,0.0,0.0,0.8571,0.0,0.0,0.0,7.0,2.875,0.0,0.0
TgO_Genesis,09,26,0.0,0.0,0.0,0.5556,0.0,0.0,0.0,9.0,3.6,0.0,0.0
TgO_Genesis,09,27,0.0,0.0,0.0,0.5455,0.0,0.0,0.0,11.0,3.6667,0.0,0.0
TgO_Genesis,09,28,0.0,0.0,0.0,0.75,0.0,0.0,0.0,8.0,2.6667,0.0,0.0
TgO_Genesis,09,29,0.0,0.0,0.0,0.5556,0.0,0.0,0.0,9.0,3.0,0.0,0.0
TgO_Genesis,10,01,0.0,0.0,0.0,0.4167,0.0,0.0,0.0,12.0,2.9231,0.0,0.0
